purchase_order_item_id,purchase_order_id,line_number,product_id,purchase_uom_id,ordered_pac_quantity,ordered_base_quantity,unit_cost,notes,created_date,created_by,updated_date,updated_by
3985,901,3,1148,1,6.0,6000.0,133.86,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
3986,901,4,367,6,60.0,48.0,203.79,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
3987,901,5,861,1,4.0,2000.0,212.03,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
3988,902,1,245,6,6.0,1080.0,39032.09,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
3989,902,2,1413,6,24.0,720.0,6231.17,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
3990,902,3,1071,6,6.0,108.0,6495.0,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
3991,902,4,108,6,10.0,550.0,12885.41,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
3992,902,5,453,6,8.0,400.0,11351.68,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
3993,902,6,980,6,10.0,1800.0,61528.9,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
3994,903,1,11,6,12.0,2160.0,43812.93,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
3995,903,2,425,6,6.0,60.0,2498.01,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
3996,903,3,516,6,2.0,360.0,35782.14,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
3997,903,4,610,6,21.0,315.0,3135.46,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
3998,903,5,1231,6,30.0,300.0,1583.64,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
3999,903,6,1180,6,14.0,140.0,1578.66,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
4000,904,1,361,6,18.0,540.0,7108.35,,2026-06-02 08:00:00,system,2026-06-02 08:00:00,system
4001,904,2,1065,6,23.0,9.2,143.51,,2026-06-02 08:00:00,system,2026-06-02 08:00:00,system
4002,904,3,718,1,8.0,4000.0,166.43,,2026-06-02 08:00:00,system,2026-06-02 08:00:00,system
4003,904,4,359,6,6.0,120.0,4490.08,,2026-06-02 08:00:00,system,2026-06-02 08:00:00,system
4004,904,5,1280,6,4.0,220.0,17311.87,,2026-06-02 08:00:00,system,2026-06-02 08:00:00,system
4005,905,1,646,6,40.0,200.0,994.29,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
4006,905,2,368,6,16.0,16.0,234.08,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
4007,906,1,2,6,70.0,210.0,781.49,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4008,906,2,285,1,2.0,2000.0,223.1,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4009,906,3,501,6,2.0,110.0,10935.89,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4010,906,4,1182,6,4.0,220.0,8676.3,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4011,906,5,1449,6,32.0,800.0,5870.51,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4012,906,6,676,6,6.0,300.0,10543.16,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4013,906,7,18,6,21.0,105.0,1249.59,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4014,906,8,852,6,35.0,350.0,2269.18,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4015,906,9,496,6,14.0,140.0,2400.35,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4016,906,10,135,6,28.0,700.0,6322.72,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4017,906,11,358,6,21.0,315.0,3381.19,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4018,906,12,1398,6,14.0,350.0,5707.04,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4019,906,13,193,6,30.0,90.0,746.67,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4020,906,14,324,6,14.0,140.0,2402.71,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4021,906,15,268,6,9.0,1620.0,45316.19,,2026-05-01 08:00:00,system,2026-05-01 08:00:00,system
4022,907,1,801,6,15.0,825.0,12707.27,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
4023,907,2,100,6,70.0,210.0,739.62,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
4024,907,3,702,6,12.0,300.0,5006.75,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
4025,907,4,845,6,4.0,840.0,44789.19,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
4026,907,5,637,6,7.0,210.0,5991.99,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
4027,908,1,754,6,6.0,1080.0,35069.09,,2026-06-26 08:00:00,system,2026-06-26 08:00:00,system
4028,909,1,492,6,50.0,50.0,224.12,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
4029,910,1,392,6,22.0,26.4,271.61,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
4030,910,2,1286,6,65.0,325.0,1507.89,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
4031,910,3,1313,6,3.0,630.0,65824.58,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
4032,910,4,1168,6,5.0,50.0,1410.05,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
4033,910,5,991,6,20.0,10.0,179.95,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
4034,910,6,492,6,20.0,20.0,224.12,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
4035,910,7,1381,6,24.0,240.0,2170.64,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
4036,911,1,118,6,24.0,360.0,3620.9,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
4037,911,2,382,6,26.0,20.8,183.66,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
4038,911,3,785,1,2.0,2000.0,194.02,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
4039,911,4,156,6,8.0,440.0,13824.28,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
4040,911,5,1139,6,8.0,80.0,3665.14,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
4041,911,6,335,6,44.0,44.0,229.51,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
4042,911,7,730,6,8.0,1440.0,30933.17,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
4043,912,1,949,6,6.0,120.0,3969.39,,2026-03-01 08:00:00,system,2026-03-01 08:00:00,system
4044,913,1,769,6,5.0,1050.0,49055.67,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
4045,913,2,350,6,60.0,60.0,241.05,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
4046,913,3,459,6,70.0,70.0,257.95,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
4047,913,4,46,6,14.0,16.8,319.49,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
4048,914,1,601,6,10.0,550.0,10408.64,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
4049,914,2,1339,6,2.0,110.0,16604.06,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
4050,914,3,314,6,2.0,100.0,11285.89,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
4051,914,4,994,6,55.0,275.0,1872.25,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
4052,914,5,662,6,15.0,225.0,2894.54,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
4053,914,6,73,6,18.0,270.0,3559.06,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
4054,914,7,1048,6,44.0,44.0,365.01,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
4055,915,1,1062,6,20.0,360.0,7232.16,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
4056,915,2,256,6,64.0,51.2,212.1,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
4057,915,3,847,1,6.0,3000.0,197.85,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
4058,916,1,269,6,1.0,210.0,52473.61,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
4059,916,2,369,6,56.0,67.2,282.81,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
4060,916,3,1025,6,12.0,600.0,19985.37,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
4061,916,4,1409,6,12.0,120.0,2298.36,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
4062,916,5,268,6,3.0,540.0,42570.21,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
4063,917,1,329,6,2.0,100.0,10873.84,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4064,917,2,1316,1,4.0,4000.0,305.61,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4065,917,3,1477,6,6.0,30.0,1057.27,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4066,917,4,960,6,24.0,120.0,1084.82,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4067,917,5,1439,6,8.0,1440.0,34454.51,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4068,917,6,1423,6,30.0,300.0,2204.13,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4069,917,7,1162,6,4.0,220.0,7584.8,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4070,917,8,1327,6,48.0,240.0,1570.17,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
4071,918,1,425,6,12.0,120.0,2498.01,,2026-03-21 08:00:00,system,2026-03-21 08:00:00,system
4072,919,1,272,6,44.0,44.0,245.67,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
4073,919,2,1417,6,2.0,420.0,42326.35,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
4074,919,3,1400,6,4.0,200.0,10700.86,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
4075,919,4,718,1,4.0,2000.0,166.43,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
4076,920,1,659,6,40.0,120.0,577.27,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
4077,920,2,240,6,30.0,600.0,4679.66,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
4078,920,3,180,6,21.0,210.0,2307.09,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
4079,920,4,1159,6,10.0,50.0,672.85,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
4080,920,5,651,6,30.0,900.0,5938.36,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
4081,920,6,877,1,2.0,4000.0,196.31,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
4082,921,1,1392,1,8.0,16000.0,183.71,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
4083,921,2,268,6,2.0,360.0,39022.25,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
4084,921,3,665,6,20.0,600.0,5695.37,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
4085,921,4,240,6,12.0,240.0,4670.54,,2026-05-21 08:00:00,system,2026-05-21 08:00:00,system
4086,922,1,655,6,1.0,210.0,37499.96,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
4087,923,1,547,1,4.0,2000.0,202.11,,2026-01-06 08:00:00,system,2026-01-06 08:00:00,system
4088,923,2,714,6,6.0,300.0,10477.5,,2026-01-06 08:00:00,system,2026-01-06 08:00:00,system
4089,923,3,681,1,8.0,8000.0,187.92,,2026-01-06 08:00:00,system,2026-01-06 08:00:00,system
4090,924,1,1073,6,6.0,1080.0,58112.76,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
4091,924,2,346,6,6.0,1080.0,38526.22,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
4092,924,3,1170,6,8.0,440.0,7822.66,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
4093,924,4,554,6,10.0,200.0,3633.19,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
4094,925,1,1096,6,13.0,26.0,742.03,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
4095,925,2,205,6,28.0,33.6,285.14,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
4096,925,3,1159,6,20.0,100.0,672.85,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
4097,926,1,997,6,2.0,100.0,16928.61,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
4098,926,2,542,6,4.0,200.0,9083.41,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
4099,926,3,1179,6,70.0,350.0,698.05,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
4100,927,1,570,6,18.0,540.0,6494.22,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4101,927,2,339,6,18.0,180.0,2330.66,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4102,927,3,217,1,8.0,8000.0,256.89,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4103,927,4,1146,6,15.0,825.0,8996.18,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4104,927,5,294,6,27.0,675.0,6810.8,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4105,927,6,84,6,13.0,15.6,304.54,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4106,927,7,894,6,35.0,175.0,1194.96,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4107,927,8,24,6,6.0,300.0,12855.37,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
4108,928,1,276,6,8.0,80.0,2640.19,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
4109,928,2,1038,6,42.0,21.0,193.6,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
4110,929,1,678,6,15.0,2700.0,34737.8,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4111,929,2,244,6,2.0,110.0,15324.83,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4112,929,3,769,6,1.0,210.0,49055.67,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4113,929,4,951,6,8.0,240.0,7255.29,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4114,929,5,268,6,9.0,1620.0,43267.47,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4115,929,6,1239,6,9.0,90.0,1479.82,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4116,930,1,350,6,60.0,60.0,221.68,,2026-06-11 08:00:00,system,2026-06-11 08:00:00,system
4117,931,1,1139,6,15.0,150.0,3726.07,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4118,931,2,939,6,3.0,165.0,12826.67,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4119,931,3,1231,6,40.0,400.0,1493.71,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4120,931,4,260,6,21.0,105.0,1349.81,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4121,931,5,623,6,40.0,400.0,2036.98,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4122,931,6,533,1,3.0,3000.0,191.21,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4123,931,7,1440,6,2.0,420.0,42934.48,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4124,931,8,403,6,2.0,420.0,46177.61,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4125,931,9,713,6,21.0,630.0,5879.42,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4126,931,10,1219,6,4.0,840.0,29011.9,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4127,931,11,1099,6,20.0,360.0,7156.74,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4128,931,12,1450,6,16.0,480.0,6710.08,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4129,931,13,624,6,40.0,600.0,3086.74,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4130,931,14,847,1,6.0,3000.0,210.8,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4131,932,1,962,6,12.0,180.0,3035.01,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
4132,932,2,1321,6,6.0,330.0,17898.03,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
4133,932,3,1328,6,14.0,280.0,6190.81,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
4134,932,4,1497,6,6.0,300.0,10049.83,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
4135,932,5,1302,6,21.0,420.0,6486.12,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
4136,933,1,583,6,14.0,350.0,4927.44,,2026-01-22 08:00:00,system,2026-01-22 08:00:00,system
4137,934,1,191,6,56.0,56.0,263.53,,2026-01-08 08:00:00,system,2026-01-08 08:00:00,system
4138,934,2,713,6,28.0,840.0,6235.2,,2026-01-08 08:00:00,system,2026-01-08 08:00:00,system
4139,935,1,340,6,7.0,105.0,3390.86,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
4140,935,2,1093,6,120.0,48.0,162.98,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
4141,936,1,1405,1,4.0,4000.0,193.6,,2026-03-22 08:00:00,system,2026-03-22 08:00:00,system
4142,937,1,435,6,15.0,300.0,4427.91,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
4143,938,1,696,1,4.0,8000.0,163.67,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
4144,938,2,300,1,4.0,4000.0,226.64,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
4145,938,3,235,6,24.0,28.8,289.46,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
4146,938,4,655,6,5.0,1050.0,39192.59,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
4147,938,5,1280,6,2.0,110.0,17430.54,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
4148,939,1,245,6,2.0,360.0,42511.96,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
4149,939,2,212,6,24.0,720.0,7367.25,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
4150,939,3,680,1,4.0,2000.0,191.57,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
4151,939,4,845,6,3.0,630.0,44768.92,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
4152,939,5,214,6,12.0,660.0,14540.65,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
4153,939,6,1496,6,24.0,720.0,7107.92,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
4154,940,1,596,6,18.0,270.0,2999.22,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
4155,940,2,689,6,7.0,210.0,5830.02,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
4156,940,3,424,6,21.0,105.0,1222.88,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
4157,940,4,1240,6,21.0,420.0,3156.85,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
4158,941,1,645,6,33.0,99.0,536.93,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4159,941,2,544,6,6.0,1080.0,31720.38,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4160,941,3,237,6,12.0,60.0,1253.2,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4161,941,4,1183,6,1.0,210.0,29027.69,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4162,941,5,78,6,10.0,550.0,12433.3,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4163,941,6,1115,6,28.0,140.0,1811.57,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4164,941,7,872,6,4.0,220.0,11849.77,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4165,941,8,120,6,18.0,450.0,5825.51,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4166,941,9,59,6,42.0,33.6,186.99,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4167,941,10,1221,6,55.0,55.0,137.77,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
4168,942,1,73,6,18.0,270.0,3559.06,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
4169,942,2,199,6,2.0,110.0,12750.78,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
4170,942,3,1438,6,4.0,220.0,11903.36,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
4171,942,4,21,6,18.0,360.0,4761.36,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
4172,942,5,1342,1,4.0,4000.0,297.75,,2026-04-05 08:00:00,system,2026-04-05 08:00:00,system
4173,943,1,894,6,14.0,70.0,1194.96,,2026-06-19 08:00:00,system,2026-06-19 08:00:00,system
4174,944,1,246,6,5.0,1050.0,52273.2,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4175,944,2,616,6,6.0,1080.0,34859.62,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4176,944,3,204,6,28.0,28.0,264.0,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4177,944,4,958,1,4.0,8000.0,206.71,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
4178,945,1,1045,6,6.0,1080.0,59895.94,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4179,945,2,1112,6,70.0,35.0,180.13,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4180,945,3,324,6,30.0,300.0,2165.84,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4181,945,4,1154,6,4.0,220.0,7367.47,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4182,945,5,1437,6,8.0,400.0,10340.14,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4183,945,6,1039,6,11.0,11.0,371.4,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4184,945,7,629,6,10.0,550.0,10233.62,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4185,945,8,725,6,24.0,480.0,3737.2,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
4186,946,1,1410,6,28.0,420.0,3243.96,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4187,946,2,1434,6,35.0,700.0,3967.01,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4188,946,3,1365,6,2.0,110.0,18437.17,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4189,947,1,649,6,40.0,800.0,4302.99,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
4190,947,2,1428,1,2.0,2000.0,200.06,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
4191,948,1,895,6,7.0,70.0,1984.08,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
4192,949,1,546,6,2.0,420.0,42417.0,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4193,949,2,706,6,8.0,1440.0,36699.36,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
4194,950,1,662,6,24.0,360.0,2698.29,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
4195,951,1,754,6,6.0,1080.0,35356.49,,2026-06-10 08:00:00,system,2026-06-10 08:00:00,system
4196,951,2,265,6,18.0,540.0,7543.45,,2026-06-10 08:00:00,system,2026-06-10 08:00:00,system
4197,951,3,208,6,28.0,280.0,2508.18,,2026-06-10 08:00:00,system,2026-06-10 08:00:00,system
4198,952,1,371,6,6.0,30.0,1182.94,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4199,952,2,115,6,36.0,108.0,709.9,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4200,952,3,1089,6,4.0,72.0,6504.96,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4201,952,4,1015,6,4.0,72.0,6645.05,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4202,952,5,1432,6,25.0,250.0,2125.43,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4203,952,6,1425,6,6.0,120.0,4339.21,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4204,952,7,629,6,8.0,440.0,10167.66,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4205,952,8,1349,6,2.0,420.0,65330.89,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4206,952,9,501,6,10.0,550.0,10777.0,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4207,952,10,1203,6,5.0,1050.0,29209.88,,2026-04-09 08:00:00,system,2026-04-09 08:00:00,system
4208,953,1,38,6,21.0,630.0,7558.39,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
4209,953,2,1425,6,35.0,700.0,4294.63,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
4210,953,3,189,1,6.0,6000.0,231.21,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
4211,953,4,421,6,24.0,24.0,242.45,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
4212,954,1,246,6,5.0,1050.0,52273.2,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4213,954,2,325,6,28.0,420.0,3478.88,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4214,954,3,660,6,28.0,140.0,969.05,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4215,954,4,775,6,14.0,140.0,2384.67,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4216,954,5,1487,1,2.0,1000.0,214.74,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4217,954,6,421,6,60.0,60.0,245.41,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4218,954,7,461,6,56.0,168.0,692.84,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4219,954,8,1180,6,21.0,210.0,1578.66,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4220,954,9,578,6,75.0,225.0,619.22,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4221,954,10,534,1,6.0,12000.0,194.58,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4222,954,11,1445,6,35.0,175.0,1100.03,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
4223,955,1,1336,6,60.0,60.0,313.02,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
4224,955,2,169,6,21.0,630.0,7287.71,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
4225,955,3,906,1,3.0,6000.0,184.92,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
4226,955,4,102,6,10.0,100.0,2352.76,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
4227,956,1,1193,6,33.0,33.0,134.0,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
4228,957,1,722,6,24.0,120.0,1025.87,,2026-03-06 08:00:00,system,2026-03-06 08:00:00,system
4229,958,1,1240,6,30.0,600.0,2980.24,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
4230,959,1,382,6,11.0,8.8,166.16,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
4231,959,2,469,6,7.0,175.0,5369.25,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
4232,959,3,679,6,3.0,630.0,39643.17,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
4233,960,1,770,1,6.0,3000.0,212.47,,2026-05-25 08:00:00,system,2026-05-25 08:00:00,system
4234,960,2,466,6,21.0,210.0,2285.08,,2026-05-25 08:00:00,system,2026-05-25 08:00:00,system
4235,960,3,24,6,8.0,400.0,12404.19,,2026-05-25 08:00:00,system,2026-05-25 08:00:00,system
4236,960,4,662,6,24.0,360.0,3069.39,,2026-05-25 08:00:00,system,2026-05-25 08:00:00,system
