customer_location_id,customer_id,location_code,location_name,contact_person,phone,address_line1,address_line2,city,state,postal_code,country,is_default,location_status,created_date,created_by,updated_date,updated_by
206,104,CUST0104-SHIP-03,Everstone Equipment Traders Service Centre 3,Siddharth Rao,0422-4108104,"Plot 95, Service Centre","Sector 12, Coimbatore Logistics District",Coimbatore,Tamil Nadu,641325,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
207,104,CUST0104-SHIP-04,Everstone Equipment Traders Industrial Depot 4,Siddharth Rao,0422-4108104,"Plot 96, Industrial Depot","Sector 1, Chennai Logistics District",Chennai,Tamil Nadu,600332,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
208,105,CUST0105-SHIP-01,Harborline Equipment Traders Primary Ship-To,Aditya Rao,011-4108105,"Plot 45, Industrial Area","Sector 10, New Delhi Business District",New Delhi,Delhi,110100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
209,105,CUST0105-SHIP-02,Harborline Equipment Traders Distribution Hub 2,Aditya Rao,011-4108105,"Plot 97, Distribution Hub","Sector 12, New Delhi Logistics District",New Delhi,Delhi,110319,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
210,105,CUST0105-SHIP-03,Harborline Equipment Traders Service Centre 3,Aditya Rao,011-4108105,"Plot 98, Service Centre","Sector 1, New Delhi Logistics District",New Delhi,Delhi,110326,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
211,106,CUST0106-SHIP-01,Primegate Equipment Traders Primary Ship-To,Rahul Rao,0870-4108106,"Plot 46, Industrial Estate","Sector 11, Hyderabad Business District",Hyderabad,Telangana,500102,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
212,106,CUST0106-SHIP-02,Primegate Equipment Traders Distribution Hub 2,Rahul Rao,0870-4108106,"Plot 20, Distribution Hub","Sector 1, Hyderabad Logistics District",Hyderabad,Telangana,500320,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
213,106,CUST0106-SHIP-03,Primegate Equipment Traders Service Centre 3,Rahul Rao,0870-4108106,"Plot 21, Service Centre","Sector 2, Warangal Logistics District",Warangal,Telangana,506327,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
214,107,CUST0107-SHIP-01,Stonefield Equipment Traders Primary Ship-To,Neeraj Rao,0261-4108107,"Plot 47, Logistics Park","Sector 12, Rajkot Business District",Rajkot,Gujarat,360119,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
215,107,CUST0107-SHIP-02,Stonefield Equipment Traders Distribution Hub 2,Neeraj Rao,0261-4108107,"Plot 23, Distribution Hub","Sector 2, Rajkot Logistics District",Rajkot,Gujarat,360321,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
216,107,CUST0107-SHIP-03,Stonefield Equipment Traders Service Centre 3,Neeraj Rao,0261-4108107,"Plot 24, Service Centre","Sector 3, Ahmedabad Logistics District",Ahmedabad,Gujarat,380328,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
217,108,CUST0108-SHIP-01,Clearpath Equipment Traders Primary Ship-To,Amit Rao,0712-4108108,"Plot 48, Commercial Zone",,Nagpur,Maharashtra,440113,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
218,108,CUST0108-SHIP-02,Clearpath Equipment Traders Distribution Hub 2,Amit Rao,0712-4108108,"Plot 26, Distribution Hub","Sector 3, Nagpur Logistics District",Nagpur,Maharashtra,440322,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
219,109,CUST0109-SHIP-01,Vertex Auto Distribution Primary Ship-To,Aarav Kulkarni,0731-4108109,"Plot 49, Business Park","Sector 2, Indore Business District",Indore,Madhya Pradesh,452102,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
220,110,CUST0110-SHIP-01,Oakridge Auto Distribution Primary Ship-To,Ishaan Kulkarni,0265-4108110,"Plot 50, Industrial Area","Sector 3, Ahmedabad Business District",Ahmedabad,Gujarat,380128,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
221,110,CUST0110-SHIP-02,Oakridge Auto Distribution Distribution Hub 2,Ishaan Kulkarni,0265-4108110,"Plot 32, Distribution Hub","Sector 5, Surat Logistics District",Surat,Gujarat,395324,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
222,111,CUST0111-SHIP-01,Redwood Equipment Manufacturing Primary Ship-To,Rohan Kulkarni,0253-4108111,"Plot 51, Industrial Estate","Sector 4, Nagpur Business District",Nagpur,Maharashtra,440118,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
223,112,CUST0112-SHIP-01,Meadowline Auto Distribution Primary Ship-To,Kunal Kulkarni,0281-4108112,"Plot 52, Logistics Park",,Rajkot,Gujarat,360123,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
224,112,CUST0112-SHIP-02,Meadowline Auto Distribution Distribution Hub 2,Kunal Kulkarni,0281-4108112,"Plot 38, Distribution Hub","Sector 7, Ahmedabad Logistics District",Ahmedabad,Gujarat,380326,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
225,112,CUST0112-SHIP-03,Meadowline Auto Distribution Service Centre 3,Kunal Kulkarni,0281-4108112,"Plot 39, Service Centre","Sector 8, Vadodara Logistics District",Vadodara,Gujarat,390333,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
226,113,CUST0113-SHIP-01,Cedarpoint Equipment Traders Primary Ship-To,Nikhil Kulkarni,0836-4108113,"Plot 53, Commercial Zone","Sector 6, Bengaluru Business District",Bengaluru,Karnataka,560100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
227,113,CUST0113-SHIP-02,Cedarpoint Equipment Traders Distribution Hub 2,Nikhil Kulkarni,0836-4108113,"Plot 41, Distribution Hub","Sector 8, Mysuru Logistics District",Mysuru,Karnataka,570327,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
228,114,CUST0114-SHIP-01,Highland Engineering Works Primary Ship-To,Arjun Kulkarni,0755-4108114,"Plot 54, Business Park","Sector 7, Bhopal Business District",Bhopal,Madhya Pradesh,462107,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
229,114,CUST0114-SHIP-02,Highland Engineering Works Distribution Hub 2,Arjun Kulkarni,0755-4108114,"Plot 44, Distribution Hub","Sector 9, Indore Logistics District",Indore,Madhya Pradesh,452328,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
230,114,CUST0114-SHIP-03,Highland Engineering Works Service Centre 3,Arjun Kulkarni,0755-4108114,"Plot 45, Service Centre","Sector 10, Bhopal Logistics District",Bhopal,Madhya Pradesh,462335,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
231,115,CUST0115-SHIP-01,Brookfield Auto Distribution Primary Ship-To,Vikram Kulkarni,0261-4108115,"Plot 55, Industrial Area","Sector 8, Surat Business District",Surat,Gujarat,395118,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
232,116,CUST0116-SHIP-01,Eastmark Auto Distribution Primary Ship-To,Siddharth Kulkarni,0281-4108116,"Plot 56, Industrial Estate",,Surat,Gujarat,395126,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
233,117,CUST0117-SHIP-01,Fairview Equipment Manufacturing Primary Ship-To,Aditya Kulkarni,020-4108117,"Plot 57, Logistics Park","Sector 10, Nagpur Business District",Nagpur,Maharashtra,440133,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
234,118,CUST0118-SHIP-01,Lakeside Auto Distribution Primary Ship-To,Rahul Kulkarni,022-4108118,"Plot 58, Commercial Zone","Sector 11, Pune Business District",Pune,Maharashtra,411105,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
235,119,CUST0119-SHIP-01,Greenridge Equipment Manufacturing Primary Ship-To,Neeraj Kulkarni,0261-4108119,"Plot 59, Business Park","Sector 12, Ahmedabad Business District",Ahmedabad,Gujarat,380116,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
236,120,CUST0120-SHIP-01,Metrocrest Engineering Works Primary Ship-To,Amit Kulkarni,0422-4108120,"Plot 60, Industrial Area",,Chennai,Tamil Nadu,600110,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
237,120,CUST0120-SHIP-02,Metrocrest Engineering Works Distribution Hub 2,Amit Kulkarni,0422-4108120,"Plot 62, Distribution Hub","Sector 3, Chennai Logistics District",Chennai,Tamil Nadu,600334,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
238,120,CUST0120-SHIP-03,Metrocrest Engineering Works Service Centre 3,Amit Kulkarni,0422-4108120,"Plot 63, Service Centre","Sector 4, Coimbatore Logistics District",Coimbatore,Tamil Nadu,641341,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
239,121,CUST0121-SHIP-01,Ironvale Equipment Traders Primary Ship-To,Aarav Bansal,0141-4108121,"Plot 61, Industrial Estate","Sector 2, Jodhpur Business District",Jodhpur,Rajasthan,342101,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
240,121,CUST0121-SHIP-02,Ironvale Equipment Traders Distribution Hub 2,Aarav Bansal,0141-4108121,"Plot 65, Distribution Hub","Sector 4, Jodhpur Logistics District",Jodhpur,Rajasthan,342335,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
241,121,CUST0121-SHIP-03,Ironvale Equipment Traders Service Centre 3,Aarav Bansal,0141-4108121,"Plot 66, Service Centre","Sector 5, Jaipur Logistics District",Jaipur,Rajasthan,302342,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
242,122,CUST0122-SHIP-01,Goldcrest Equipment Traders Primary Ship-To,Ishaan Bansal,0265-4108122,"Plot 62, Logistics Park","Sector 3, Vadodara Business District",Vadodara,Gujarat,390121,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
243,122,CUST0122-SHIP-02,Goldcrest Equipment Traders Distribution Hub 2,Ishaan Bansal,0265-4108122,"Plot 68, Distribution Hub","Sector 5, Surat Logistics District",Surat,Gujarat,395336,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
244,122,CUST0122-SHIP-03,Goldcrest Equipment Traders Service Centre 3,Ishaan Bansal,0265-4108122,"Plot 69, Service Centre","Sector 6, Rajkot Logistics District",Rajkot,Gujarat,360343,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
245,123,CUST0123-SHIP-01,Sunridge Auto Distribution Primary Ship-To,Rohan Bansal,0512-4108123,"Plot 63, Commercial Zone","Sector 4, Kanpur Business District",Kanpur,Uttar Pradesh,208102,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
246,123,CUST0123-SHIP-02,Sunridge Auto Distribution Distribution Hub 2,Rohan Bansal,0512-4108123,"Plot 71, Distribution Hub","Sector 6, Noida Logistics District",Noida,Uttar Pradesh,201337,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
247,124,CUST0124-SHIP-01,Brightfield Equipment Manufacturing Primary Ship-To,Kunal Bansal,0281-4108124,"Plot 64, Business Park",,Rajkot,Gujarat,360115,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
248,125,CUST0125-SHIP-01,Maplebridge Engineering Works Primary Ship-To,Nikhil Bansal,0731-4108125,"Plot 65, Industrial Area","Sector 6, Indore Business District",Indore,Madhya Pradesh,452104,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
249,125,CUST0125-SHIP-02,Maplebridge Engineering Works Distribution Hub 2,Nikhil Bansal,0731-4108125,"Plot 77, Distribution Hub","Sector 8, Bhopal Logistics District",Bhopal,Madhya Pradesh,462339,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
250,125,CUST0125-SHIP-03,Maplebridge Engineering Works Service Centre 3,Nikhil Bansal,0731-4108125,"Plot 78, Service Centre","Sector 9, Indore Logistics District",Indore,Madhya Pradesh,452346,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
251,125,CUST0125-SHIP-04,Maplebridge Engineering Works Industrial Depot 4,Nikhil Bansal,0731-4108125,"Plot 79, Industrial Depot","Sector 10, Bhopal Logistics District",Bhopal,Madhya Pradesh,462353,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
252,126,CUST0126-SHIP-01,Parkstone Equipment Traders Primary Ship-To,Arjun Bansal,0422-4108126,"Plot 66, Industrial Estate","Sector 7, Coimbatore Business District",Coimbatore,Tamil Nadu,641103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
253,126,CUST0126-SHIP-02,Parkstone Equipment Traders Distribution Hub 2,Arjun Bansal,0422-4108126,"Plot 80, Distribution Hub","Sector 9, Chennai Logistics District",Chennai,Tamil Nadu,600340,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
254,126,CUST0126-SHIP-03,Parkstone Equipment Traders Service Centre 3,Arjun Bansal,0422-4108126,"Plot 81, Service Centre","Sector 10, Coimbatore Logistics District",Coimbatore,Tamil Nadu,641347,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
255,126,CUST0126-SHIP-04,Parkstone Equipment Traders Industrial Depot 4,Arjun Bansal,0422-4108126,"Plot 82, Industrial Depot","Sector 11, Chennai Logistics District",Chennai,Tamil Nadu,600354,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
256,126,CUST0126-SHIP-05,Parkstone Equipment Traders Business Park 5,Arjun Bansal,0422-4108126,"Plot 83, Business Park","Sector 12, Coimbatore Logistics District",Coimbatore,Tamil Nadu,641361,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
257,127,CUST0127-SHIP-01,Riveroak Equipment Traders Primary Ship-To,Vikram Bansal,040-4108127,"Plot 67, Logistics Park","Sector 8, Warangal Business District",Warangal,Telangana,506113,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
258,127,CUST0127-SHIP-02,Riveroak Equipment Traders Distribution Hub 2,Vikram Bansal,040-4108127,"Plot 83, Distribution Hub","Sector 10, Warangal Logistics District",Warangal,Telangana,506341,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
259,127,CUST0127-SHIP-03,Riveroak Equipment Traders Service Centre 3,Vikram Bansal,040-4108127,"Plot 84, Service Centre","Sector 11, Hyderabad Logistics District",Hyderabad,Telangana,500348,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
260,128,CUST0128-SHIP-01,Crownfield Equipment Traders Primary Ship-To,Siddharth Bansal,0291-4108128,"Plot 68, Commercial Zone",,Jodhpur,Rajasthan,342113,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
261,128,CUST0128-SHIP-02,Crownfield Equipment Traders Distribution Hub 2,Siddharth Bansal,0291-4108128,"Plot 86, Distribution Hub","Sector 11, Jaipur Logistics District",Jaipur,Rajasthan,302342,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
262,128,CUST0128-SHIP-03,Crownfield Equipment Traders Service Centre 3,Siddharth Bansal,0291-4108128,"Plot 87, Service Centre","Sector 12, Jodhpur Logistics District",Jodhpur,Rajasthan,342349,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
263,128,CUST0128-SHIP-04,Crownfield Equipment Traders Industrial Depot 4,Siddharth Bansal,0291-4108128,"Plot 88, Industrial Depot","Sector 1, Jaipur Logistics District",Jaipur,Rajasthan,302356,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
264,129,CUST0129-SHIP-01,Falconridge Equipment Traders Primary Ship-To,Aditya Bansal,020-4108129,"Plot 69, Business Park","Sector 10, Nagpur Business District",Nagpur,Maharashtra,440103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
265,130,CUST0130-SHIP-01,Horizon Equipment Manufacturing Primary Ship-To,Rahul Bansal,0870-4108130,"Plot 70, Industrial Area","Sector 11, Warangal Business District",Warangal,Telangana,506109,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
266,130,CUST0130-SHIP-02,Horizon Equipment Manufacturing Distribution Hub 2,Rahul Bansal,0870-4108130,"Plot 92, Distribution Hub","Sector 1, Hyderabad Logistics District",Hyderabad,Telangana,500344,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
267,130,CUST0130-SHIP-03,Horizon Equipment Manufacturing Service Centre 3,Rahul Bansal,0870-4108130,"Plot 93, Service Centre","Sector 2, Warangal Logistics District",Warangal,Telangana,506351,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
268,131,CUST0131-SHIP-01,Meridian Auto Distribution Primary Ship-To,Neeraj Bansal,0253-4108131,"Plot 71, Industrial Estate","Sector 12, Nashik Business District",Nashik,Maharashtra,422122,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
269,132,CUST0132-SHIP-01,Granite Auto Distribution Primary Ship-To,Amit Bansal,0821-4108132,"Plot 72, Logistics Park",,Hubballi,Karnataka,580119,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
270,132,CUST0132-SHIP-02,Granite Auto Distribution Distribution Hub 2,Amit Bansal,0821-4108132,"Plot 98, Distribution Hub","Sector 3, Bengaluru Logistics District",Bengaluru,Karnataka,560346,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
271,132,CUST0132-SHIP-03,Granite Auto Distribution Service Centre 3,Amit Bansal,0821-4108132,"Plot 99, Service Centre","Sector 4, Hubballi Logistics District",Hubballi,Karnataka,580353,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
272,133,CUST0133-SHIP-01,Oakfield Auto Distribution Primary Ship-To,Aarav Menon,020-4108133,"Plot 73, Commercial Zone","Sector 2, Navi Mumbai Business District",Navi Mumbai,Maharashtra,400111,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
273,134,CUST0134-SHIP-01,Westgate Engineering Works Primary Ship-To,Ishaan Menon,0755-4108134,"Plot 74, Business Park","Sector 3, Bhopal Business District",Bhopal,Madhya Pradesh,462113,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
274,135,CUST0135-SHIP-01,Blueharbor Engineering Works Primary Ship-To,Rohan Menon,0261-4108135,"Plot 75, Industrial Area","Sector 4, Surat Business District",Surat,Gujarat,395106,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
275,136,CUST0136-SHIP-01,Crestwood Auto Distribution Primary Ship-To,Kunal Menon,080-4108136,"Plot 76, Industrial Estate",,Mysuru,Karnataka,570114,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
276,136,CUST0136-SHIP-02,Crestwood Auto Distribution Distribution Hub 2,Kunal Menon,080-4108136,"Plot 30, Distribution Hub","Sector 7, Hubballi Logistics District",Hubballi,Karnataka,580350,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
277,137,CUST0137-SHIP-01,Northstar Auto Distribution Primary Ship-To,Nikhil Menon,079-4108137,"Plot 77, Logistics Park","Sector 6, Surat Business District",Surat,Gujarat,395122,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
278,137,CUST0137-SHIP-02,Northstar Auto Distribution Distribution Hub 2,Nikhil Menon,079-4108137,"Plot 33, Distribution Hub","Sector 8, Vadodara Logistics District",Vadodara,Gujarat,390351,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
279,137,CUST0137-SHIP-03,Northstar Auto Distribution Service Centre 3,Nikhil Menon,079-4108137,"Plot 34, Service Centre","Sector 9, Surat Logistics District",Surat,Gujarat,395358,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
280,138,CUST0138-SHIP-01,Aspenridge Engineering Works Primary Ship-To,Arjun Menon,0821-4108138,"Plot 78, Commercial Zone","Sector 7, Mysuru Business District",Mysuru,Karnataka,570108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
281,138,CUST0138-SHIP-02,Aspenridge Engineering Works Distribution Hub 2,Arjun Menon,0821-4108138,"Plot 36, Distribution Hub","Sector 9, Bengaluru Logistics District",Bengaluru,Karnataka,560352,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
282,139,CUST0139-SHIP-01,Silverline Equipment Traders Primary Ship-To,Vikram Menon,0253-4108139,"Plot 79, Business Park","Sector 8, Nagpur Business District",Nagpur,Maharashtra,440123,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
283,139,CUST0139-SHIP-02,Silverline Equipment Traders Distribution Hub 2,Vikram Menon,0253-4108139,"Plot 39, Distribution Hub","Sector 10, Chhatrapati Sambhajinagar Logistics District",Chhatrapati Sambhajinagar,Maharashtra,431353,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
284,139,CUST0139-SHIP-03,Silverline Equipment Traders Service Centre 3,Vikram Menon,0253-4108139,"Plot 40, Service Centre","Sector 11, Pune Logistics District",Pune,Maharashtra,411360,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
285,139,CUST0139-SHIP-04,Silverline Equipment Traders Industrial Depot 4,Vikram Menon,0253-4108139,"Plot 41, Industrial Depot","Sector 12, Navi Mumbai Logistics District",Navi Mumbai,Maharashtra,400367,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
286,139,CUST0139-SHIP-05,Silverline Equipment Traders Business Park 5,Vikram Menon,0253-4108139,"Plot 42, Business Park","Sector 1, Nashik Logistics District",Nashik,Maharashtra,422374,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
287,140,CUST0140-SHIP-01,Summitgate Equipment Traders Primary Ship-To,Siddharth Menon,0870-4108140,"Plot 10, Industrial Area",,Hyderabad,Telangana,500108,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
288,141,CUST0141-SHIP-01,Pinecrest Auto Distribution Primary Ship-To,Aditya Menon,0821-4108141,"Plot 11, Industrial Estate","Sector 10, Mysuru Business District",Mysuru,Karnataka,570120,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
289,141,CUST0141-SHIP-02,Pinecrest Auto Distribution Distribution Hub 2,Aditya Menon,0821-4108141,"Plot 45, Distribution Hub","Sector 12, Bengaluru Logistics District",Bengaluru,Karnataka,560355,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
290,141,CUST0141-SHIP-03,Pinecrest Auto Distribution Service Centre 3,Aditya Menon,0821-4108141,"Plot 46, Service Centre","Sector 1, Hubballi Logistics District",Hubballi,Karnataka,580362,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
291,142,CUST0142-SHIP-01,Clearbrook Auto Distribution Primary Ship-To,Rahul Menon,0120-4108142,"Plot 12, Logistics Park","Sector 11, Noida Business District",Noida,Uttar Pradesh,201103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
292,142,CUST0142-SHIP-02,Clearbrook Auto Distribution Distribution Hub 2,Rahul Menon,0120-4108142,"Plot 48, Distribution Hub","Sector 1, Lucknow Logistics District",Lucknow,Uttar Pradesh,226356,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
293,142,CUST0142-SHIP-03,Clearbrook Auto Distribution Service Centre 3,Rahul Menon,0120-4108142,"Plot 49, Service Centre","Sector 2, Kanpur Logistics District",Kanpur,Uttar Pradesh,208363,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
294,143,CUST0143-SHIP-01,Evergreen Equipment Manufacturing Primary Ship-To,Neeraj Menon,0261-4108143,"Plot 13, Commercial Zone","Sector 12, Ahmedabad Business District",Ahmedabad,Gujarat,380100,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
295,144,CUST0144-SHIP-01,Hillmark Equipment Manufacturing Primary Ship-To,Amit Menon,0712-4108144,"Plot 14, Business Park",,Chhatrapati Sambhajinagar,Maharashtra,431119,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
296,145,CUST0145-SHIP-01,Stonegate Engineering Works Primary Ship-To,Aarav Mehta,0731-4108145,"Plot 15, Industrial Area","Sector 2, Indore Business District",Indore,Madhya Pradesh,452110,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
297,146,CUST0146-SHIP-01,Ridgefield Equipment Manufacturing Primary Ship-To,Ishaan Mehta,0836-4108146,"Plot 16, Industrial Estate","Sector 3, Bengaluru Business District",Bengaluru,Karnataka,560118,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
298,146,CUST0146-SHIP-02,Ridgefield Equipment Manufacturing Distribution Hub 2,Ishaan Mehta,0836-4108146,"Plot 60, Distribution Hub","Sector 5, Mysuru Logistics District",Mysuru,Karnataka,570360,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
299,146,CUST0146-SHIP-03,Ridgefield Equipment Manufacturing Service Centre 3,Ishaan Mehta,0836-4108146,"Plot 61, Service Centre","Sector 6, Bengaluru Logistics District",Bengaluru,Karnataka,560367,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
300,146,CUST0146-SHIP-04,Ridgefield Equipment Manufacturing Industrial Depot 4,Ishaan Mehta,0836-4108146,"Plot 62, Industrial Depot","Sector 7, Hubballi Logistics District",Hubballi,Karnataka,580374,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
301,147,CUST0147-SHIP-01,Brightstone Equipment Traders Primary Ship-To,Rohan Mehta,0731-4108147,"Plot 17, Logistics Park","Sector 4, Bhopal Business District",Bhopal,Madhya Pradesh,462101,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
302,147,CUST0147-SHIP-02,Brightstone Equipment Traders Distribution Hub 2,Rohan Mehta,0731-4108147,"Plot 63, Distribution Hub","Sector 6, Bhopal Logistics District",Bhopal,Madhya Pradesh,462361,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
303,147,CUST0147-SHIP-03,Brightstone Equipment Traders Service Centre 3,Rohan Mehta,0731-4108147,"Plot 64, Service Centre","Sector 7, Indore Logistics District",Indore,Madhya Pradesh,452368,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
304,147,CUST0147-SHIP-04,Brightstone Equipment Traders Industrial Depot 4,Rohan Mehta,0731-4108147,"Plot 65, Industrial Depot","Sector 8, Bhopal Logistics District",Bhopal,Madhya Pradesh,462375,India,False,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
305,148,CUST0148-SHIP-01,Grandridge Engineering Works Primary Ship-To,Kunal Mehta,0281-4108148,"Plot 18, Commercial Zone",,Ahmedabad,Gujarat,380124,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
306,149,CUST0149-SHIP-01,Linden Auto Distribution Primary Ship-To,Nikhil Mehta,079-4108149,"Plot 19, Business Park","Sector 6, Ahmedabad Business District",Ahmedabad,Gujarat,380120,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
307,150,CUST0150-SHIP-01,Redcrest Equipment Traders Primary Ship-To,Arjun Mehta,0870-4108150,"Plot 20, Industrial Area","Sector 7, Warangal Business District",Warangal,Telangana,506103,India,True,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
