location_id,warehouse_id,location_code,location_name,zone_code,aisle_no,rack_no,bin_no,location_type,storage_mode,max_capacity_ltr,location_status,created_date,created_by,updated_date,updated_by
330,5,P01-A01-R02-B01,Picking P01 A01 R02 B01,P01,A01,R02,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
331,5,P01-A01-R03-B01,Picking P01 A01 R03 B01,P01,A01,R03,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
332,5,P01-A01-R04-B01,Picking P01 A01 R04 B01,P01,A01,R04,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
333,5,P01-A01-R05-B01,Picking P01 A01 R05 B01,P01,A01,R05,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
334,5,P01-A02-R01-B01,Picking P01 A02 R01 B01,P01,A02,R01,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
335,5,P01-A02-R02-B01,Picking P01 A02 R02 B01,P01,A02,R02,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
336,5,P01-A02-R03-B01,Picking P01 A02 R03 B01,P01,A02,R03,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
337,5,P01-A02-R04-B01,Picking P01 A02 R04 B01,P01,A02,R04,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
338,5,P01-A02-R05-B01,Picking P01 A02 R05 B01,P01,A02,R05,B01,picking,covered,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
339,5,DSP-01,Dispatch Staging 01,DSP,,,,dispatch,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
340,5,DSP-02,Dispatch Staging 02,DSP,,,,dispatch,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
341,5,DSP-03,Dispatch Staging 03,DSP,,,,dispatch,covered,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
342,5,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,7362.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
343,5,QTN-02,Quarantine Area 02,QTN,,,,quarantine,covered,7362.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
344,5,RET-01,Returns Area 01,RET,,,,returns,covered,5153.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
345,5,RET-02,Returns Area 02,RET,,,,returns,covered,5153.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
346,5,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,5153.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
347,5,DMG-02,Damage Hold Area 02,DMG,,,,damage,covered,5153.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
348,5,STG-01,Staging Area 01,STG,,,,staging,covered,6871.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
349,5,STG-02,Staging Area 02,STG,,,,staging,covered,6871.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
350,5,STG-03,Staging Area 03,STG,,,,staging,covered,6871.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
351,6,REC-01,Receiving Bay 01,REC,,,,receiving,covered,6966.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
352,6,REC-02,Receiving Bay 02,REC,,,,receiving,covered,6966.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
353,6,REC-03,Receiving Bay 03,REC,,,,receiving,covered,6966.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
354,6,Z01-A01-R01-B01,Storage Z01 A01 R01 B01,Z01,A01,R01,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
355,6,Z01-A01-R02-B01,Storage Z01 A01 R02 B01,Z01,A01,R02,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
356,6,Z01-A01-R03-B01,Storage Z01 A01 R03 B01,Z01,A01,R03,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
357,6,Z01-A01-R04-B01,Storage Z01 A01 R04 B01,Z01,A01,R04,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
358,6,Z01-A01-R05-B01,Storage Z01 A01 R05 B01,Z01,A01,R05,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
359,6,Z01-A02-R01-B01,Storage Z01 A02 R01 B01,Z01,A02,R01,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
360,6,Z01-A02-R02-B01,Storage Z01 A02 R02 B01,Z01,A02,R02,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
361,6,Z01-A02-R03-B01,Storage Z01 A02 R03 B01,Z01,A02,R03,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
362,6,Z01-A02-R04-B01,Storage Z01 A02 R04 B01,Z01,A02,R04,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
363,6,Z01-A02-R05-B01,Storage Z01 A02 R05 B01,Z01,A02,R05,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
364,6,Z01-A03-R01-B01,Storage Z01 A03 R01 B01,Z01,A03,R01,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
365,6,Z01-A03-R02-B01,Storage Z01 A03 R02 B01,Z01,A03,R02,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
366,6,Z01-A03-R03-B01,Storage Z01 A03 R03 B01,Z01,A03,R03,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
367,6,Z01-A03-R04-B01,Storage Z01 A03 R04 B01,Z01,A03,R04,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
368,6,Z01-A03-R05-B01,Storage Z01 A03 R05 B01,Z01,A03,R05,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
369,6,Z01-A04-R01-B01,Storage Z01 A04 R01 B01,Z01,A04,R01,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
370,6,Z01-A04-R02-B01,Storage Z01 A04 R02 B01,Z01,A04,R02,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
371,6,Z01-A04-R03-B01,Storage Z01 A04 R03 B01,Z01,A04,R03,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
372,6,Z01-A04-R04-B01,Storage Z01 A04 R04 B01,Z01,A04,R04,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
373,6,Z01-A04-R05-B01,Storage Z01 A04 R05 B01,Z01,A04,R05,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
374,6,Z02-A01-R01-B01,Storage Z02 A01 R01 B01,Z02,A01,R01,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
375,6,Z02-A01-R02-B01,Storage Z02 A01 R02 B01,Z02,A01,R02,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
376,6,Z02-A01-R03-B01,Storage Z02 A01 R03 B01,Z02,A01,R03,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
377,6,Z02-A01-R04-B01,Storage Z02 A01 R04 B01,Z02,A01,R04,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
378,6,Z02-A01-R05-B01,Storage Z02 A01 R05 B01,Z02,A01,R05,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
379,6,Z02-A02-R01-B01,Storage Z02 A02 R01 B01,Z02,A02,R01,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
380,6,Z02-A02-R02-B01,Storage Z02 A02 R02 B01,Z02,A02,R02,B01,storage,mixed,4837.96,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
381,6,P01-A01-R01-B01,Picking P01 A01 R01 B01,P01,A01,R01,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
382,6,P01-A01-R02-B01,Picking P01 A01 R02 B01,P01,A01,R02,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
383,6,P01-A01-R03-B01,Picking P01 A01 R03 B01,P01,A01,R03,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
384,6,P01-A01-R04-B01,Picking P01 A01 R04 B01,P01,A01,R04,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
385,6,P01-A01-R05-B01,Picking P01 A01 R05 B01,P01,A01,R05,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
386,6,P01-A02-R01-B01,Picking P01 A02 R01 B01,P01,A02,R01,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
387,6,P01-A02-R02-B01,Picking P01 A02 R02 B01,P01,A02,R02,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
388,6,P01-A02-R03-B01,Picking P01 A02 R03 B01,P01,A02,R03,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
389,6,P01-A02-R04-B01,Picking P01 A02 R04 B01,P01,A02,R04,B01,picking,mixed,5225.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
390,6,DSP-01,Dispatch Staging 01,DSP,,,,dispatch,covered,4354.17,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
391,6,DSP-02,Dispatch Staging 02,DSP,,,,dispatch,covered,4354.17,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
392,6,DSP-03,Dispatch Staging 03,DSP,,,,dispatch,covered,4354.17,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
393,6,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,6531.25,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
394,6,QTN-02,Quarantine Area 02,QTN,,,,quarantine,covered,6531.25,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
395,6,RET-01,Returns Area 01,RET,,,,returns,covered,4571.88,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
396,6,RET-02,Returns Area 02,RET,,,,returns,covered,4571.88,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
397,6,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,4571.88,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
398,6,DMG-02,Damage Hold Area 02,DMG,,,,damage,covered,4571.88,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
399,6,STG-01,Staging Area 01,STG,,,,staging,covered,9143.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
400,6,STG-02,Staging Area 02,STG,,,,staging,covered,9143.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
401,7,REC-01,Receiving Bay 01,REC,,,,receiving,covered,7220.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
402,7,REC-02,Receiving Bay 02,REC,,,,receiving,covered,7220.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
403,7,Z01-A01-R01-B01,Storage Z01 A01 R01 B01,Z01,A01,R01,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
404,7,Z01-A01-R02-B01,Storage Z01 A01 R02 B01,Z01,A01,R02,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
405,7,Z01-A01-R03-B01,Storage Z01 A01 R03 B01,Z01,A01,R03,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
406,7,Z01-A01-R04-B01,Storage Z01 A01 R04 B01,Z01,A01,R04,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
407,7,Z01-A01-R05-B01,Storage Z01 A01 R05 B01,Z01,A01,R05,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
408,7,Z01-A02-R01-B01,Storage Z01 A02 R01 B01,Z01,A02,R01,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
409,7,Z01-A02-R02-B01,Storage Z01 A02 R02 B01,Z01,A02,R02,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
410,7,Z01-A02-R03-B01,Storage Z01 A02 R03 B01,Z01,A02,R03,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
411,7,Z01-A02-R04-B01,Storage Z01 A02 R04 B01,Z01,A02,R04,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
412,7,Z01-A02-R05-B01,Storage Z01 A02 R05 B01,Z01,A02,R05,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
413,7,Z01-A03-R01-B01,Storage Z01 A03 R01 B01,Z01,A03,R01,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
414,7,Z01-A03-R02-B01,Storage Z01 A03 R02 B01,Z01,A03,R02,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
415,7,Z01-A03-R03-B01,Storage Z01 A03 R03 B01,Z01,A03,R03,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
416,7,Z01-A03-R04-B01,Storage Z01 A03 R04 B01,Z01,A03,R04,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
417,7,Z01-A03-R05-B01,Storage Z01 A03 R05 B01,Z01,A03,R05,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
418,7,Z01-A04-R01-B01,Storage Z01 A04 R01 B01,Z01,A04,R01,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
419,7,Z01-A04-R02-B01,Storage Z01 A04 R02 B01,Z01,A04,R02,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
420,7,Z01-A04-R03-B01,Storage Z01 A04 R03 B01,Z01,A04,R03,B01,storage,mixed,5013.89,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
421,7,P01-A01-R01-B01,Picking P01 A01 R01 B01,P01,A01,R01,B01,picking,mixed,5415.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
422,7,P01-A01-R02-B01,Picking P01 A01 R02 B01,P01,A01,R02,B01,picking,mixed,5415.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
423,7,P01-A01-R03-B01,Picking P01 A01 R03 B01,P01,A01,R03,B01,picking,mixed,5415.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
424,7,P01-A01-R04-B01,Picking P01 A01 R04 B01,P01,A01,R04,B01,picking,mixed,5415.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
425,7,P01-A01-R05-B01,Picking P01 A01 R05 B01,P01,A01,R05,B01,picking,mixed,5415.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
426,7,P01-A02-R01-B01,Picking P01 A02 R01 B01,P01,A02,R01,B01,picking,mixed,5415.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
427,7,DSP-01,Dispatch Staging 01,DSP,,,,dispatch,covered,4512.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
428,7,DSP-02,Dispatch Staging 02,DSP,,,,dispatch,covered,4512.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
429,7,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,4512.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
430,7,QTN-02,Quarantine Area 02,QTN,,,,quarantine,covered,4512.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
431,7,RET-01,Returns Area 01,RET,,,,returns,covered,6317.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
432,7,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,6317.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
433,7,STG-01,Staging Area 01,STG,,,,staging,covered,4211.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
434,7,STG-02,Staging Area 02,STG,,,,staging,covered,4211.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
435,7,STG-03,Staging Area 03,STG,,,,staging,covered,4211.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
436,8,REC-01,Receiving Bay 01,REC,,,,receiving,covered,5890.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
437,8,REC-02,Receiving Bay 02,REC,,,,receiving,covered,5890.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
438,8,Z01-A01-R01-B01,Storage Z01 A01 R01 B01,Z01,A01,R01,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
439,8,Z01-A01-R02-B01,Storage Z01 A01 R02 B01,Z01,A01,R02,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
440,8,Z01-A01-R03-B01,Storage Z01 A01 R03 B01,Z01,A01,R03,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
441,8,Z01-A01-R04-B01,Storage Z01 A01 R04 B01,Z01,A01,R04,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
442,8,Z01-A01-R05-B01,Storage Z01 A01 R05 B01,Z01,A01,R05,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
443,8,Z01-A02-R01-B01,Storage Z01 A02 R01 B01,Z01,A02,R01,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
444,8,Z01-A02-R02-B01,Storage Z01 A02 R02 B01,Z01,A02,R02,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
445,8,Z01-A02-R03-B01,Storage Z01 A02 R03 B01,Z01,A02,R03,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
446,8,Z01-A02-R04-B01,Storage Z01 A02 R04 B01,Z01,A02,R04,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
447,8,Z01-A02-R05-B01,Storage Z01 A02 R05 B01,Z01,A02,R05,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
448,8,Z01-A03-R01-B01,Storage Z01 A03 R01 B01,Z01,A03,R01,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
449,8,Z01-A03-R02-B01,Storage Z01 A03 R02 B01,Z01,A03,R02,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
450,8,Z01-A03-R03-B01,Storage Z01 A03 R03 B01,Z01,A03,R03,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
451,8,Z01-A03-R04-B01,Storage Z01 A03 R04 B01,Z01,A03,R04,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
452,8,Z01-A03-R05-B01,Storage Z01 A03 R05 B01,Z01,A03,R05,B01,storage,mixed,4908.33,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
453,8,P01-A01-R01-B01,Picking P01 A01 R01 B01,P01,A01,R01,B01,picking,mixed,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
454,8,P01-A01-R02-B01,Picking P01 A01 R02 B01,P01,A01,R02,B01,picking,mixed,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
455,8,P01-A01-R03-B01,Picking P01 A01 R03 B01,P01,A01,R03,B01,picking,mixed,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
456,8,P01-A01-R04-B01,Picking P01 A01 R04 B01,P01,A01,R04,B01,picking,mixed,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
457,8,P01-A01-R05-B01,Picking P01 A01 R05 B01,P01,A01,R05,B01,picking,mixed,5301.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
458,8,DSP-01,Dispatch Staging 01,DSP,,,,dispatch,covered,3681.25,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
459,8,DSP-02,Dispatch Staging 02,DSP,,,,dispatch,covered,3681.25,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
460,8,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,7362.5,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
461,8,RET-01,Returns Area 01,RET,,,,returns,covered,5153.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
462,8,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,5153.75,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
463,8,STG-01,Staging Area 01,STG,,,,staging,covered,3435.83,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
464,8,STG-02,Staging Area 02,STG,,,,staging,covered,3435.83,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
465,8,STG-03,Staging Area 03,STG,,,,staging,covered,3435.83,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
466,9,REC-01,Receiving Bay 01,REC,,,,receiving,covered,2026.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
467,9,REC-02,Receiving Bay 02,REC,,,,receiving,covered,2026.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
468,9,REC-03,Receiving Bay 03,REC,,,,receiving,covered,2026.67,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
469,9,Z01-A01-R01-B01,Storage Z01 A01 R01 B01,Z01,A01,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
470,9,Z01-A01-R02-B01,Storage Z01 A01 R02 B01,Z01,A01,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
471,9,Z01-A01-R03-B01,Storage Z01 A01 R03 B01,Z01,A01,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
472,9,Z01-A01-R04-B01,Storage Z01 A01 R04 B01,Z01,A01,R04,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
473,9,Z01-A01-R05-B01,Storage Z01 A01 R05 B01,Z01,A01,R05,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
474,9,Z01-A02-R01-B01,Storage Z01 A02 R01 B01,Z01,A02,R01,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
475,9,Z01-A02-R02-B01,Storage Z01 A02 R02 B01,Z01,A02,R02,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
476,9,Z01-A02-R03-B01,Storage Z01 A02 R03 B01,Z01,A02,R03,B01,storage,covered,4750.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
477,9,P01-A01-R01-B01,Picking P01 A01 R01 B01,P01,A01,R01,B01,picking,covered,2736.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
478,9,P01-A01-R02-B01,Picking P01 A01 R02 B01,P01,A01,R02,B01,picking,covered,2736.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
479,9,P01-A01-R03-B01,Picking P01 A01 R03 B01,P01,A01,R03,B01,picking,covered,2736.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
480,9,P01-A01-R04-B01,Picking P01 A01 R04 B01,P01,A01,R04,B01,picking,covered,2736.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
481,9,P01-A01-R05-B01,Picking P01 A01 R05 B01,P01,A01,R05,B01,picking,covered,2736.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
482,9,DSP-01,Dispatch Staging 01,DSP,,,,dispatch,covered,760.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
483,9,DSP-02,Dispatch Staging 02,DSP,,,,dispatch,covered,760.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
484,9,DSP-03,Dispatch Staging 03,DSP,,,,dispatch,covered,760.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
485,9,DSP-04,Dispatch Staging 04,DSP,,,,dispatch,covered,760.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
486,9,DSP-05,Dispatch Staging 05,DSP,,,,dispatch,covered,760.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
487,9,QTN-01,Quarantine Area 01,QTN,,,,quarantine,covered,1900.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
488,9,QTN-02,Quarantine Area 02,QTN,,,,quarantine,covered,1900.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
489,9,RET-01,Returns Area 01,RET,,,,returns,covered,2660.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
490,9,DMG-01,Damage Hold Area 01,DMG,,,,damage,covered,2660.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
491,9,STG-01,Staging Area 01,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
492,9,STG-02,Staging Area 02,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
493,9,STG-03,Staging Area 03,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
494,9,STG-04,Staging Area 04,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
495,9,STG-05,Staging Area 05,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
496,9,STG-06,Staging Area 06,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
497,9,STG-07,Staging Area 07,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
498,9,STG-08,Staging Area 08,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
499,9,STG-09,Staging Area 09,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
500,9,STG-10,Staging Area 10,STG,,,,staging,covered,532.0,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
