product_supplier_id,product_id,supplier_id,supplier_product_code,supplier_product_name,purchase_uom_id,unit_purchase_price,minimum_order_quantity,lead_time_days,is_primary_source,relationship_status,effective_from,effective_to,created_date,created_by,updated_date,updated_by
1762,739,18,SUP018-ILO-0739,Highpoint ToolCore ISO VG 46 (20 L),6,4149.62,7.0,7,False,inactive,2024-01-12,2025-04-30,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1763,740,12,SUP012-ILO-0740,Fieldmark MachinePro ISO VG 46 (25 L),6,4977.12,7.0,11,False,active,2025-07-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1764,740,9,SUP009-ILO-0740,Fieldmark MachinePro ISO VG 46 (25 L),6,5105.49,7.0,6,True,active,2024-04-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1765,741,4,SUP004-ILO-0741,Northmark ToolGuard ISO VG 46 (30 L),6,5778.01,6.0,6,True,active,2025-01-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1766,741,5,SUP005-ILO-0741,Northmark ToolGuard ISO VG 46 (30 L),6,5490.47,5.0,14,False,active,2024-07-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1767,741,1,SUP001-ILO-0741,Northmark ToolGuard ISO VG 46 (30 L),6,5971.87,7.0,7,False,active,2025-03-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1768,741,12,SUP012-ILO-0741,Northmark ToolGuard ISO VG 46 (30 L),6,6313.75,8.0,10,False,active,2024-12-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1769,742,12,SUP012-ILO-0742,Ironcrest MachLube ISO VG 46 (50 L),6,10256.39,2.0,8,False,active,2024-06-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1770,742,1,SUP001-ILO-0742,Ironcrest MachLube ISO VG 46 (50 L),6,9412.8,2.0,8,True,active,2024-01-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1771,742,5,SUP005-ILO-0742,Ironcrest MachLube ISO VG 46 (50 L),6,9531.61,2.0,13,False,active,2025-05-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1772,743,4,SUP004-ILO-0743,Redstone ToolCore ISO VG 68 (55 L),6,10700.11,2.0,8,False,active,2024-02-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1773,743,1,SUP001-ILO-0743,Redstone ToolCore ISO VG 68 (55 L),6,10879.65,2.0,10,True,active,2025-05-16,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1774,744,3,SUP003-ILO-0744,Westmark MachinePro ISO VG 68 (180 L),6,30701.27,2.0,12,False,active,2025-12-16,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1775,744,10,SUP010-ILO-0744,Westmark MachinePro ISO VG 68 (180 L),6,35874.06,2.0,7,False,active,2025-10-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1776,744,18,SUP018-ILO-0744,Westmark MachinePro ISO VG 68 (180 L),6,34559.76,3.0,6,True,active,2025-11-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1777,745,13,SUP013-ILO-0745,Crestfield ToolGuard ISO VG 68 (210 L),6,39864.11,1.0,7,True,active,2024-08-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1778,746,11,SUP011-ILO-0746,Stonebridge MachLube ISO VG 68 (500 L),1,187.13,500.0,6,False,inactive,2024-02-01,2025-05-19,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1779,746,7,SUP007-ILO-0746,Stonebridge MachLube ISO VG 68 (500 L),1,172.32,500.0,12,False,inactive,2025-03-21,2025-09-01,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1780,747,4,SUP004-ILO-0747,Ridgewell ToolCore ISO VG 32 (1000 L),1,164.79,1250.0,9,False,active,2025-12-16,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1781,747,9,SUP009-ILO-0747,Ridgewell ToolCore ISO VG 32 (1000 L),1,187.23,1200.0,5,True,active,2025-08-06,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1782,748,10,SUP010-ILO-0748,Millbrook MachinePro ISO VG 32 (2000 L),1,194.35,2050.0,9,False,active,2025-01-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1783,748,12,SUP012-ILO-0748,Millbrook MachinePro ISO VG 32 (2000 L),1,180.25,2600.0,10,True,active,2025-07-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1784,749,3,SUP003-ILO-0749,Highpoint ToolGuard ISO VG 32 (3 L),6,595.59,12.0,13,False,active,2025-08-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1785,749,8,SUP008-ILO-0749,Highpoint ToolGuard ISO VG 32 (3 L),6,563.96,13.0,10,True,active,2025-02-24,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1786,749,21,SUP021-ILO-0749,Highpoint ToolGuard ISO VG 32 (3 L),6,665.64,10.0,32,False,active,2024-04-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1787,750,10,SUP010-ILO-0750,Fieldmark MachLube ISO VG 32 (5 L),6,999.48,7.0,5,True,active,2025-06-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1788,750,14,SUP014-ILO-0750,Fieldmark MachLube ISO VG 32 (5 L),6,1074.21,7.0,7,False,active,2025-06-25,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1789,750,4,SUP004-ILO-0750,Fieldmark MachLube ISO VG 32 (5 L),6,953.04,6.0,9,False,active,2024-04-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1790,751,12,SUP012-HEF-0751,Northmark HydraCore ISO VG 32 (30 L),6,6731.5,7.0,9,True,active,2025-12-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1791,752,6,SUP006-HEF-0752,Ironcrest HydroForce ISO VG 32 (50 L),6,10673.52,2.0,10,False,active,2024-04-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1792,752,1,SUP001-HEF-0752,Ironcrest HydroForce ISO VG 32 (50 L),6,10424.64,2.0,9,True,active,2025-12-09,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1793,753,1,SUP001-HEF-0753,Redstone PowerHyd ISO VG 32 (55 L),6,11010.39,2.0,11,False,active,2024-04-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1794,753,7,SUP007-HEF-0753,Redstone PowerHyd ISO VG 32 (55 L),6,11923.11,2.0,13,True,active,2024-09-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1795,753,5,SUP005-HEF-0753,Redstone PowerHyd ISO VG 32 (55 L),6,10966.77,2.0,13,False,active,2024-03-28,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1796,754,3,SUP003-HEF-0754,Westmark HydraFlow ISO VG 32 (180 L),6,35356.49,2.0,10,False,active,2025-10-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1797,754,7,SUP007-HEF-0754,Westmark HydraFlow ISO VG 32 (180 L),6,35069.09,2.0,15,False,active,2024-06-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1798,754,13,SUP013-HEF-0754,Westmark HydraFlow ISO VG 32 (180 L),6,39837.11,3.0,8,True,active,2024-02-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1799,755,6,SUP006-HEF-0755,Crestfield HydraCore ISO VG 46 (210 L),6,43301.75,1.0,12,True,active,2025-12-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1800,755,3,SUP003-HEF-0755,Crestfield HydraCore ISO VG 46 (210 L),6,42165.24,1.0,14,False,active,2025-11-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1801,756,9,SUP009-HEF-0756,Stonebridge HydroForce ISO VG 46 (500 L),1,198.34,550.0,9,False,active,2025-02-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1802,756,13,SUP013-HEF-0756,Stonebridge HydroForce ISO VG 46 (500 L),1,204.37,600.0,7,False,active,2025-02-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1803,756,7,SUP007-HEF-0756,Stonebridge HydroForce ISO VG 46 (500 L),1,180.45,600.0,15,True,active,2024-10-25,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1804,757,3,SUP003-HEF-0757,Ridgewell PowerHyd ISO VG 46 (1000 L),1,196.92,1200.0,14,False,active,2025-08-08,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1805,757,1,SUP001-HEF-0757,Ridgewell PowerHyd ISO VG 46 (1000 L),1,190.71,1050.0,11,True,active,2025-03-31,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1806,758,13,SUP013-HEF-0758,Millbrook HydraFlow ISO VG 46 (2000 L),1,207.79,2700.0,6,True,active,2025-12-31,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1807,759,2,SUP002-HEF-0759,Highpoint HydraCore ISO VG 68 (3 L),6,603.19,11.0,14,False,active,2025-08-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1808,759,14,SUP014-HEF-0759,Highpoint HydraCore ISO VG 68 (3 L),6,645.73,16.0,6,True,active,2024-04-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1809,760,9,SUP009-HEF-0760,Fieldmark HydroForce ISO VG 68 (5 L),6,1110.7,7.0,9,True,active,2025-08-24,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1810,761,11,SUP011-HEF-0761,Northmark PowerHyd ISO VG 68 (10 L),6,2190.15,8.0,10,True,active,2025-12-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1811,762,6,SUP006-HEF-0762,Ironcrest HydraFlow ISO VG 68 (15 L),6,3154.23,5.0,10,False,active,2024-02-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1812,762,11,SUP011-HEF-0762,Ironcrest HydraFlow ISO VG 68 (15 L),6,3260.16,8.0,9,True,active,2024-04-13,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1813,763,9,SUP009-HEF-0763,Redstone HydraCore ISO VG 32 (20 L),6,4437.22,7.0,9,False,active,2024-05-09,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1814,763,13,SUP013-HEF-0763,Redstone HydraCore ISO VG 32 (20 L),6,4629.71,8.0,4,False,active,2024-02-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1815,763,2,SUP002-HEF-0763,Redstone HydraCore ISO VG 32 (20 L),6,4175.98,6.0,9,True,active,2024-05-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1816,763,17,SUP017-HEF-0763,Redstone HydraCore ISO VG 32 (20 L),6,4494.93,9.0,9,False,active,2024-02-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1817,764,11,SUP011-HEF-0764,Westmark HydroForce ISO VG 32 (25 L),6,5826.88,7.0,7,False,active,2025-05-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1818,764,6,SUP006-HEF-0764,Westmark HydroForce ISO VG 32 (25 L),6,4951.91,6.0,9,True,active,2024-06-25,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1819,765,11,SUP011-HEF-0765,Crestfield PowerHyd ISO VG 32 (30 L),6,6964.86,6.0,7,True,active,2025-03-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1820,765,1,SUP001-HEF-0765,Crestfield PowerHyd ISO VG 32 (30 L),6,6205.04,7.0,6,False,active,2024-06-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1821,766,6,SUP006-HEF-0766,Stonebridge HydraFlow ISO VG 32 (50 L),6,10602.53,2.0,10,True,active,2025-01-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1822,766,23,SUP023-HEF-0766,Stonebridge HydraFlow ISO VG 32 (50 L),6,9666.82,2.0,12,False,active,2025-06-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1823,767,6,SUP006-HEF-0767,Ridgewell HydraCore ISO VG 46 (55 L),6,11230.78,2.0,12,True,active,2025-05-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1824,768,1,SUP001-HEF-0768,Millbrook HydroForce ISO VG 46 (180 L),6,37320.64,2.0,7,True,active,2024-03-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1825,769,15,SUP015-HEF-0769,Highpoint PowerHyd ISO VG 46 (210 L),6,45589.52,1.0,11,False,active,2025-05-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1826,769,16,SUP016-HEF-0769,Highpoint PowerHyd ISO VG 46 (210 L),6,49055.67,1.0,7,False,active,2025-04-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1827,769,1,SUP001-HEF-0769,Highpoint PowerHyd ISO VG 46 (210 L),6,43794.72,1.0,10,False,active,2024-03-28,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1828,769,4,SUP004-HEF-0769,Highpoint PowerHyd ISO VG 46 (210 L),6,42446.46,1.0,6,True,active,2024-02-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1829,770,11,SUP011-HEF-0770,Fieldmark HydraFlow ISO VG 46 (500 L),1,196.51,700.0,7,True,active,2024-07-01,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1830,770,14,SUP014-HEF-0770,Fieldmark HydraFlow ISO VG 46 (500 L),1,212.47,650.0,6,False,active,2025-03-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1831,771,7,SUP007-HEF-0771,Northmark HydraCore ISO VG 68 (1000 L),1,194.42,1000.0,16,False,active,2025-07-01,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1832,771,5,SUP005-HEF-0771,Northmark HydraCore ISO VG 68 (1000 L),1,189.41,1150.0,14,False,active,2025-10-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1833,771,13,SUP013-HEF-0771,Northmark HydraCore ISO VG 68 (1000 L),1,210.67,1350.0,8,True,active,2024-02-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1834,772,4,SUP004-HEF-0772,Ironcrest HydroForce ISO VG 68 (2000 L),1,182.84,2100.0,9,True,active,2024-08-31,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1835,773,8,SUP008-HEF-0773,Redstone PowerHyd ISO VG 68 (3 L),6,648.24,14.0,12,False,inactive,2024-06-15,2025-03-14,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1836,773,7,SUP007-HEF-0773,Redstone PowerHyd ISO VG 68 (3 L),6,620.89,13.0,13,False,inactive,2025-01-14,2025-08-06,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1837,774,8,SUP008-HEF-0774,Westmark HydraFlow ISO VG 68 (5 L),6,1051.11,7.0,12,False,inactive,2024-06-27,2025-03-20,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1838,774,18,SUP018-HEF-0774,Westmark HydraFlow ISO VG 68 (5 L),6,1238.07,7.0,4,False,inactive,2024-01-05,2025-03-12,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1839,775,12,SUP012-HEF-0775,Crestfield HydraCore ISO VG 32 (10 L),6,2384.67,7.0,10,False,active,2024-01-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1840,775,4,SUP004-HEF-0775,Crestfield HydraCore ISO VG 32 (10 L),6,2140.85,6.0,5,True,active,2024-11-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1841,776,18,SUP018-HEF-0776,Stonebridge HydroForce ISO VG 32 (15 L),6,3634.74,7.0,6,True,active,2024-06-08,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1842,776,7,SUP007-HEF-0776,Stonebridge HydroForce ISO VG 32 (15 L),6,3109.55,6.0,15,False,active,2024-02-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1843,777,23,SUP023-HEF-0777,Ridgewell PowerHyd ISO VG 32 (20 L),6,4161.78,5.0,13,False,active,2025-08-03,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1844,777,4,SUP004-HEF-0777,Ridgewell PowerHyd ISO VG 32 (20 L),6,4175.07,6.0,9,True,active,2025-12-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1845,777,13,SUP013-HEF-0777,Ridgewell PowerHyd ISO VG 32 (20 L),6,4695.27,8.0,8,False,active,2024-10-28,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1846,778,10,SUP010-HEF-0778,Millbrook HydraFlow ISO VG 32 (25 L),6,5647.33,7.0,8,False,active,2024-03-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1847,778,3,SUP003-HEF-0778,Millbrook HydraFlow ISO VG 32 (25 L),6,5141.43,6.0,8,True,active,2025-06-05,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1848,779,3,SUP003-HEF-0779,Highpoint HydraCore ISO VG 46 (30 L),6,6482.25,6.0,9,True,active,2025-04-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1849,779,8,SUP008-HEF-0779,Highpoint HydraCore ISO VG 46 (30 L),6,5962.36,7.0,14,False,active,2024-06-15,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1850,779,1,SUP001-HEF-0779,Highpoint HydraCore ISO VG 46 (30 L),6,6326.51,5.0,11,False,active,2024-04-08,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1851,780,11,SUP011-HEF-0780,Fieldmark HydroForce ISO VG 46 (50 L),6,11297.89,3.0,10,False,active,2024-03-28,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1852,780,9,SUP009-HEF-0780,Fieldmark HydroForce ISO VG 46 (50 L),6,11151.09,2.0,8,False,active,2024-12-05,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1853,780,1,SUP001-HEF-0780,Fieldmark HydroForce ISO VG 46 (50 L),6,10855.3,2.0,7,True,active,2025-09-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1854,781,11,SUP011-HEF-0781,Northmark PowerHyd ISO VG 46 (55 L),6,13025.62,2.0,10,False,active,2025-05-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1855,781,8,SUP008-HEF-0781,Northmark PowerHyd ISO VG 46 (55 L),6,11540.9,2.0,13,False,active,2024-01-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1856,781,1,SUP001-HEF-0781,Northmark PowerHyd ISO VG 46 (55 L),6,11350.32,2.0,8,True,active,2024-10-08,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1857,782,9,SUP009-HEF-0782,Ironcrest HydraFlow ISO VG 46 (180 L),6,40690.91,2.0,7,False,inactive,2024-07-11,2025-06-07,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1858,782,3,SUP003-HEF-0782,Ironcrest HydraFlow ISO VG 46 (180 L),6,35992.59,2.0,13,False,inactive,2025-06-29,2025-11-22,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1859,782,14,SUP014-HEF-0782,Ironcrest HydraFlow ISO VG 46 (180 L),6,38336.3,3.0,5,False,inactive,2024-06-04,2025-01-11,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1860,783,12,SUP012-HEF-0783,Redstone HydraCore ISO VG 68 (210 L),6,43660.45,1.0,11,True,active,2024-02-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1861,784,15,SUP015-HEF-0784,Westmark HydroForce ISO VG 68 (500 L),1,220.12,650.0,7,False,active,2024-11-13,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1862,784,4,SUP004-HEF-0784,Westmark HydroForce ISO VG 68 (500 L),1,190.98,450.0,7,True,active,2024-08-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1863,785,1,SUP001-HEF-0785,Crestfield PowerHyd ISO VG 68 (1000 L),1,194.02,1100.0,10,True,active,2025-09-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1864,785,18,SUP018-HEF-0785,Crestfield PowerHyd ISO VG 68 (1000 L),1,207.69,1250.0,6,False,active,2024-03-19,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1865,785,8,SUP008-HEF-0785,Crestfield PowerHyd ISO VG 68 (1000 L),1,188.17,950.0,14,False,active,2025-11-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1866,786,4,SUP004-HEF-0786,Stonebridge HydraFlow ISO VG 68 (2000 L),1,199.8,1650.0,11,False,inactive,2024-04-17,2025-02-11,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1867,786,9,SUP009-HEF-0786,Stonebridge HydraFlow ISO VG 68 (2000 L),1,208.56,2150.0,5,False,inactive,2024-04-07,2025-07-29,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1868,786,18,SUP018-HEF-0786,Stonebridge HydraFlow ISO VG 68 (2000 L),1,209.09,2500.0,10,False,inactive,2024-06-02,2025-03-13,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1869,786,7,SUP007-HEF-0786,Stonebridge HydraFlow ISO VG 68 (2000 L),1,193.02,2000.0,14,False,inactive,2025-01-29,2025-06-07,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1870,787,13,SUP013-HEF-0787,Ridgewell HydraCore ISO VG 32 (3 L),6,695.86,13.0,7,True,active,2024-10-29,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1871,788,4,SUP004-HEF-0788,Millbrook HydroForce ISO VG 32 (5 L),6,1050.14,7.0,9,False,active,2024-06-21,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1872,788,14,SUP014-HEF-0788,Millbrook HydroForce ISO VG 32 (5 L),6,1147.8,8.0,6,True,active,2024-12-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1873,789,10,SUP010-HEF-0789,Highpoint PowerHyd ISO VG 32 (10 L),6,2203.41,7.0,3,False,active,2024-01-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1874,789,4,SUP004-HEF-0789,Highpoint PowerHyd ISO VG 32 (10 L),6,2113.26,6.0,9,False,active,2024-01-02,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1875,789,21,SUP021-HEF-0789,Highpoint PowerHyd ISO VG 32 (10 L),6,2493.92,6.0,32,False,active,2024-11-13,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1876,789,14,SUP014-HEF-0789,Highpoint PowerHyd ISO VG 32 (10 L),6,2336.28,6.0,8,True,active,2025-01-26,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1877,790,1,SUP001-HEF-0790,Fieldmark HydraFlow ISO VG 32 (15 L),6,3001.61,5.0,11,False,active,2024-05-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1878,790,4,SUP004-HEF-0790,Fieldmark HydraFlow ISO VG 32 (15 L),6,3129.51,6.0,8,True,active,2024-08-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1879,791,11,SUP011-HEF-0791,Northmark HydraCore ISO VG 46 (20 L),6,4663.34,6.0,7,True,active,2024-09-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1880,791,4,SUP004-HEF-0791,Northmark HydraCore ISO VG 46 (20 L),6,4214.64,7.0,10,False,active,2025-01-14,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1881,792,18,SUP018-HEF-0792,Ironcrest HydroForce ISO VG 46 (25 L),6,5740.41,8.0,8,True,active,2024-07-22,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1882,792,22,SUP022-HEF-0792,Ironcrest HydroForce ISO VG 46 (25 L),6,6290.78,6.0,21,False,active,2024-06-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1883,793,13,SUP013-HEF-0793,Redstone PowerHyd ISO VG 46 (30 L),6,6708.86,7.0,8,False,active,2025-01-12,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1884,793,17,SUP017-HEF-0793,Redstone PowerHyd ISO VG 46 (30 L),6,7103.03,7.0,10,False,active,2024-01-18,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1885,793,9,SUP009-HEF-0793,Redstone PowerHyd ISO VG 46 (30 L),6,6509.67,7.0,7,True,active,2024-05-10,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1886,793,8,SUP008-HEF-0793,Redstone PowerHyd ISO VG 46 (30 L),6,6452.36,7.0,10,False,active,2024-06-25,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1887,794,1,SUP001-HEF-0794,Westmark HydraFlow ISO VG 46 (50 L),6,10549.6,2.0,9,True,active,2024-11-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1888,794,8,SUP008-HEF-0794,Westmark HydraFlow ISO VG 46 (50 L),6,10524.89,2.0,11,False,active,2024-06-16,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1889,795,16,SUP016-HEF-0795,Crestfield HydraCore ISO VG 68 (55 L),6,12257.18,2.0,5,False,inactive,2024-06-22,2025-09-22,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1890,796,12,SUP012-HEF-0796,Stonebridge HydroForce ISO VG 68 (180 L),6,38904.86,2.0,7,False,inactive,2025-02-15,2025-04-16,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1891,796,18,SUP018-HEF-0796,Stonebridge HydroForce ISO VG 68 (180 L),6,41342.78,3.0,5,False,inactive,2024-03-06,2025-05-16,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1892,796,13,SUP013-HEF-0796,Stonebridge HydroForce ISO VG 68 (180 L),6,39272.99,2.0,8,False,inactive,2024-01-12,2025-04-22,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1893,797,13,SUP013-HEF-0797,Ridgewell PowerHyd ISO VG 68 (210 L),6,45548.51,1.0,7,False,inactive,2023-10-21,2025-02-19,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1894,798,12,SUP012-HEF-0798,Millbrook HydraFlow ISO VG 68 (500 L),1,199.36,650.0,9,False,active,2025-09-04,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1895,798,15,SUP015-HEF-0798,Millbrook HydraFlow ISO VG 68 (500 L),1,210.15,750.0,6,True,active,2024-12-23,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1896,799,6,SUP006-HEF-0799,Highpoint HydraCore ISO VG 32 (1000 L),1,191.87,850.0,8,True,active,2024-02-11,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1897,800,10,SUP010-HEF-0800,Fieldmark HydroForce ISO VG 32 (2000 L),1,206.51,2750.0,9,True,active,2025-12-30,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1898,801,13,SUP013-HEF-0801,Northmark HydraShift UTTO 10W-30 (55 L),6,12707.27,3.0,7,True,active,2025-07-17,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1899,801,8,SUP008-HEF-0801,Northmark HydraShift UTTO 10W-30 (55 L),6,11135.11,2.0,9,False,active,2024-06-20,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1900,802,8,SUP008-HEF-0802,Ironcrest TransHyd UTTO 10W-30 (180 L),6,36530.96,2.0,14,True,active,2025-03-05,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
1901,803,9,SUP009-HEF-0803,Redstone PowerUTTO UTTO 10W-30 (210 L),6,46988.75,1.0,8,True,active,2024-06-07,,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
