product_id,sku,product_name,brand_id,sub_category_id,base_uom_id,pack_type,pack_size,base_quantity_per_pac,viscosity_grade,product_status,created_date,created_by,updated_date,updated_by
733,NR-ILO-0233,Redstone ToolGuard ISO VG 68 1000 L,3,16,1,Bulk,1000 L,1000,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
734,NR-ILO-0234,Westmark MachLube ISO VG 68 2000 L,4,16,1,Bulk,2000 L,2000,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
735,NR-ILO-0235,Crestfield ToolCore ISO VG 32 3 L,5,16,1,Can,3 L,3,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
736,NR-ILO-0236,Stonebridge MachinePro ISO VG 32 5 L,6,16,1,Bucket,5 L,5,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
737,NR-ILO-0237,Ridgewell ToolGuard ISO VG 32 10 L,7,16,1,Bucket,10 L,10,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
738,NR-ILO-0238,Millbrook MachLube ISO VG 32 15 L,8,16,1,Bucket,15 L,15,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
739,NR-ILO-0239,Highpoint ToolCore ISO VG 46 20 L,9,16,1,Bucket,20 L,20,ISO VG 46,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
740,NR-ILO-0240,Fieldmark MachinePro ISO VG 46 25 L,10,16,1,Bucket,25 L,25,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
741,NR-ILO-0241,Northmark ToolGuard ISO VG 46 30 L,1,16,1,Bucket,30 L,30,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
742,NR-ILO-0242,Ironcrest MachLube ISO VG 46 50 L,2,16,1,Drum,50 L,50,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
743,NR-ILO-0243,Redstone ToolCore ISO VG 68 55 L,3,16,1,Drum,55 L,55,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
744,NR-ILO-0244,Westmark MachinePro ISO VG 68 180 L,4,16,1,Drum,180 L,180,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
745,NR-ILO-0245,Crestfield ToolGuard ISO VG 68 210 L,5,16,1,Barrel,210 L,210,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
746,NR-ILO-0246,Stonebridge MachLube ISO VG 68 500 L,6,16,1,Bulk,500 L,500,ISO VG 68,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
747,NR-ILO-0247,Ridgewell ToolCore ISO VG 32 1000 L,7,16,1,Bulk,1000 L,1000,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
748,NR-ILO-0248,Millbrook MachinePro ISO VG 32 2000 L,8,16,1,Bulk,2000 L,2000,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
749,NR-ILO-0249,Highpoint ToolGuard ISO VG 32 3 L,9,16,1,Can,3 L,3,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
750,NR-ILO-0250,Fieldmark MachLube ISO VG 32 5 L,10,16,1,Bucket,5 L,5,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
751,NR-HEF-0001,Northmark HydraCore ISO VG 32 30 L,1,17,1,Bucket,30 L,30,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
752,NR-HEF-0002,Ironcrest HydroForce ISO VG 32 50 L,2,17,1,Drum,50 L,50,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
753,NR-HEF-0003,Redstone PowerHyd ISO VG 32 55 L,3,17,1,Drum,55 L,55,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
754,NR-HEF-0004,Westmark HydraFlow ISO VG 32 180 L,4,17,1,Drum,180 L,180,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
755,NR-HEF-0005,Crestfield HydraCore ISO VG 46 210 L,5,17,1,Barrel,210 L,210,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
756,NR-HEF-0006,Stonebridge HydroForce ISO VG 46 500 L,6,17,1,Bulk,500 L,500,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
757,NR-HEF-0007,Ridgewell PowerHyd ISO VG 46 1000 L,7,17,1,Bulk,1000 L,1000,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
758,NR-HEF-0008,Millbrook HydraFlow ISO VG 46 2000 L,8,17,1,Bulk,2000 L,2000,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
759,NR-HEF-0009,Highpoint HydraCore ISO VG 68 3 L,9,17,1,Can,3 L,3,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
760,NR-HEF-0010,Fieldmark HydroForce ISO VG 68 5 L,10,17,1,Bucket,5 L,5,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
761,NR-HEF-0011,Northmark PowerHyd ISO VG 68 10 L,1,17,1,Bucket,10 L,10,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
762,NR-HEF-0012,Ironcrest HydraFlow ISO VG 68 15 L,2,17,1,Bucket,15 L,15,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
763,NR-HEF-0013,Redstone HydraCore ISO VG 32 20 L,3,17,1,Bucket,20 L,20,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
764,NR-HEF-0014,Westmark HydroForce ISO VG 32 25 L,4,17,1,Bucket,25 L,25,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
765,NR-HEF-0015,Crestfield PowerHyd ISO VG 32 30 L,5,17,1,Bucket,30 L,30,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
766,NR-HEF-0016,Stonebridge HydraFlow ISO VG 32 50 L,6,17,1,Drum,50 L,50,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
767,NR-HEF-0017,Ridgewell HydraCore ISO VG 46 55 L,7,17,1,Drum,55 L,55,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
768,NR-HEF-0018,Millbrook HydroForce ISO VG 46 180 L,8,17,1,Drum,180 L,180,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
769,NR-HEF-0019,Highpoint PowerHyd ISO VG 46 210 L,9,17,1,Barrel,210 L,210,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
770,NR-HEF-0020,Fieldmark HydraFlow ISO VG 46 500 L,10,17,1,Bulk,500 L,500,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
771,NR-HEF-0021,Northmark HydraCore ISO VG 68 1000 L,1,17,1,Bulk,1000 L,1000,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
772,NR-HEF-0022,Ironcrest HydroForce ISO VG 68 2000 L,2,17,1,Bulk,2000 L,2000,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
773,NR-HEF-0023,Redstone PowerHyd ISO VG 68 3 L,3,17,1,Can,3 L,3,ISO VG 68,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
774,NR-HEF-0024,Westmark HydraFlow ISO VG 68 5 L,4,17,1,Bucket,5 L,5,ISO VG 68,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
775,NR-HEF-0025,Crestfield HydraCore ISO VG 32 10 L,5,17,1,Bucket,10 L,10,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
776,NR-HEF-0026,Stonebridge HydroForce ISO VG 32 15 L,6,17,1,Bucket,15 L,15,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
777,NR-HEF-0027,Ridgewell PowerHyd ISO VG 32 20 L,7,17,1,Bucket,20 L,20,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
778,NR-HEF-0028,Millbrook HydraFlow ISO VG 32 25 L,8,17,1,Bucket,25 L,25,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
779,NR-HEF-0029,Highpoint HydraCore ISO VG 46 30 L,9,17,1,Bucket,30 L,30,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
780,NR-HEF-0030,Fieldmark HydroForce ISO VG 46 50 L,10,17,1,Drum,50 L,50,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
781,NR-HEF-0031,Northmark PowerHyd ISO VG 46 55 L,1,17,1,Drum,55 L,55,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
782,NR-HEF-0032,Ironcrest HydraFlow ISO VG 46 180 L,2,17,1,Drum,180 L,180,ISO VG 46,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
783,NR-HEF-0033,Redstone HydraCore ISO VG 68 210 L,3,17,1,Barrel,210 L,210,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
784,NR-HEF-0034,Westmark HydroForce ISO VG 68 500 L,4,17,1,Bulk,500 L,500,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
785,NR-HEF-0035,Crestfield PowerHyd ISO VG 68 1000 L,5,17,1,Bulk,1000 L,1000,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
786,NR-HEF-0036,Stonebridge HydraFlow ISO VG 68 2000 L,6,17,1,Bulk,2000 L,2000,ISO VG 68,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
787,NR-HEF-0037,Ridgewell HydraCore ISO VG 32 3 L,7,17,1,Can,3 L,3,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
788,NR-HEF-0038,Millbrook HydroForce ISO VG 32 5 L,8,17,1,Bucket,5 L,5,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
789,NR-HEF-0039,Highpoint PowerHyd ISO VG 32 10 L,9,17,1,Bucket,10 L,10,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
790,NR-HEF-0040,Fieldmark HydraFlow ISO VG 32 15 L,10,17,1,Bucket,15 L,15,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
791,NR-HEF-0041,Northmark HydraCore ISO VG 46 20 L,1,17,1,Bucket,20 L,20,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
792,NR-HEF-0042,Ironcrest HydroForce ISO VG 46 25 L,2,17,1,Bucket,25 L,25,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
793,NR-HEF-0043,Redstone PowerHyd ISO VG 46 30 L,3,17,1,Bucket,30 L,30,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
794,NR-HEF-0044,Westmark HydraFlow ISO VG 46 50 L,4,17,1,Drum,50 L,50,ISO VG 46,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
795,NR-HEF-0045,Crestfield HydraCore ISO VG 68 55 L,5,17,1,Drum,55 L,55,ISO VG 68,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
796,NR-HEF-0046,Stonebridge HydroForce ISO VG 68 180 L,6,17,1,Drum,180 L,180,ISO VG 68,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
797,NR-HEF-0047,Ridgewell PowerHyd ISO VG 68 210 L,7,17,1,Barrel,210 L,210,ISO VG 68,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
798,NR-HEF-0048,Millbrook HydraFlow ISO VG 68 500 L,8,17,1,Bulk,500 L,500,ISO VG 68,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
799,NR-HEF-0049,Highpoint HydraCore ISO VG 32 1000 L,9,17,1,Bulk,1000 L,1000,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
800,NR-HEF-0050,Fieldmark HydroForce ISO VG 32 2000 L,10,17,1,Bulk,2000 L,2000,ISO VG 32,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
801,NR-HEF-0051,Northmark HydraShift UTTO 10W-30 55 L,1,18,1,Drum,55 L,55,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
802,NR-HEF-0052,Ironcrest TransHyd UTTO 10W-30 180 L,2,18,1,Drum,180 L,180,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
803,NR-HEF-0053,Redstone PowerUTTO UTTO 10W-30 210 L,3,18,1,Barrel,210 L,210,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
804,NR-HEF-0054,Westmark HydroDrive UTTO 10W-30 500 L,4,18,1,Bulk,500 L,500,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
805,NR-HEF-0055,Crestfield HydraShift UTTO 20W-30 1000 L,5,18,1,Bulk,1000 L,1000,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
806,NR-HEF-0056,Stonebridge TransHyd UTTO 20W-30 2000 L,6,18,1,Bulk,2000 L,2000,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
807,NR-HEF-0057,Ridgewell PowerUTTO UTTO 20W-30 3 L,7,18,1,Can,3 L,3,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
808,NR-HEF-0058,Millbrook HydroDrive UTTO 20W-30 5 L,8,18,1,Bucket,5 L,5,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
809,NR-HEF-0059,Highpoint HydraShift UTTO 20W-40 10 L,9,18,1,Bucket,10 L,10,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
810,NR-HEF-0060,Fieldmark TransHyd UTTO 20W-40 15 L,10,18,1,Bucket,15 L,15,UTTO 20W-40,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
811,NR-HEF-0061,Northmark PowerUTTO UTTO 20W-40 20 L,1,18,1,Bucket,20 L,20,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
812,NR-HEF-0062,Ironcrest HydroDrive UTTO 20W-40 25 L,2,18,1,Bucket,25 L,25,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
813,NR-HEF-0063,Redstone HydraShift UTTO 10W-30 30 L,3,18,1,Bucket,30 L,30,UTTO 10W-30,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
814,NR-HEF-0064,Westmark TransHyd UTTO 10W-30 50 L,4,18,1,Drum,50 L,50,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
815,NR-HEF-0065,Crestfield PowerUTTO UTTO 10W-30 55 L,5,18,1,Drum,55 L,55,UTTO 10W-30,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
816,NR-HEF-0066,Stonebridge HydroDrive UTTO 10W-30 180 L,6,18,1,Drum,180 L,180,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
817,NR-HEF-0067,Ridgewell HydraShift UTTO 20W-30 210 L,7,18,1,Barrel,210 L,210,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
818,NR-HEF-0068,Millbrook TransHyd UTTO 20W-30 500 L,8,18,1,Bulk,500 L,500,UTTO 20W-30,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
819,NR-HEF-0069,Highpoint PowerUTTO UTTO 20W-30 1000 L,9,18,1,Bulk,1000 L,1000,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
820,NR-HEF-0070,Fieldmark HydroDrive UTTO 20W-30 2000 L,10,18,1,Bulk,2000 L,2000,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
821,NR-HEF-0071,Northmark HydraShift UTTO 20W-40 3 L,1,18,1,Can,3 L,3,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
822,NR-HEF-0072,Ironcrest TransHyd UTTO 20W-40 5 L,2,18,1,Bucket,5 L,5,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
823,NR-HEF-0073,Redstone PowerUTTO UTTO 20W-40 10 L,3,18,1,Bucket,10 L,10,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
824,NR-HEF-0074,Westmark HydroDrive UTTO 20W-40 15 L,4,18,1,Bucket,15 L,15,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
825,NR-HEF-0075,Crestfield HydraShift UTTO 10W-30 20 L,5,18,1,Bucket,20 L,20,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
826,NR-HEF-0076,Stonebridge TransHyd UTTO 10W-30 25 L,6,18,1,Bucket,25 L,25,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
827,NR-HEF-0077,Ridgewell PowerUTTO UTTO 10W-30 30 L,7,18,1,Bucket,30 L,30,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
828,NR-HEF-0078,Millbrook HydroDrive UTTO 10W-30 50 L,8,18,1,Drum,50 L,50,UTTO 10W-30,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
829,NR-HEF-0079,Highpoint HydraShift UTTO 20W-30 55 L,9,18,1,Drum,55 L,55,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
830,NR-HEF-0080,Fieldmark TransHyd UTTO 20W-30 180 L,10,18,1,Drum,180 L,180,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
831,NR-HEF-0081,Northmark PowerUTTO UTTO 20W-30 210 L,1,18,1,Barrel,210 L,210,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
832,NR-HEF-0082,Ironcrest HydroDrive UTTO 20W-30 500 L,2,18,1,Bulk,500 L,500,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
833,NR-HEF-0083,Redstone HydraShift UTTO 20W-40 1000 L,3,18,1,Bulk,1000 L,1000,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
834,NR-HEF-0084,Westmark TransHyd UTTO 20W-40 2000 L,4,18,1,Bulk,2000 L,2000,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
835,NR-HEF-0085,Crestfield PowerUTTO UTTO 20W-40 3 L,5,18,1,Can,3 L,3,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
836,NR-HEF-0086,Stonebridge HydroDrive UTTO 20W-40 5 L,6,18,1,Bucket,5 L,5,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
837,NR-HEF-0087,Ridgewell HydraShift UTTO 10W-30 10 L,7,18,1,Bucket,10 L,10,UTTO 10W-30,discontinued,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
838,NR-HEF-0088,Millbrook TransHyd UTTO 10W-30 15 L,8,18,1,Bucket,15 L,15,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
839,NR-HEF-0089,Highpoint PowerUTTO UTTO 10W-30 20 L,9,18,1,Bucket,20 L,20,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
840,NR-HEF-0090,Fieldmark HydroDrive UTTO 10W-30 25 L,10,18,1,Bucket,25 L,25,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
841,NR-HEF-0091,Northmark HydraShift UTTO 20W-30 30 L,1,18,1,Bucket,30 L,30,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
842,NR-HEF-0092,Ironcrest TransHyd UTTO 20W-30 50 L,2,18,1,Drum,50 L,50,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
843,NR-HEF-0093,Redstone PowerUTTO UTTO 20W-30 55 L,3,18,1,Drum,55 L,55,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
844,NR-HEF-0094,Westmark HydroDrive UTTO 20W-30 180 L,4,18,1,Drum,180 L,180,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
845,NR-HEF-0095,Crestfield HydraShift UTTO 20W-40 210 L,5,18,1,Barrel,210 L,210,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
846,NR-HEF-0096,Stonebridge TractorHyd UTTO 10W-30 210 L,6,19,1,Barrel,210 L,210,UTTO 10W-30,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
847,NR-HEF-0097,Ridgewell AgriHydro UTTO 10W-30 500 L,7,19,1,Bulk,500 L,500,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
848,NR-HEF-0098,Millbrook FieldFlow UTTO 10W-30 1000 L,8,19,1,Bulk,1000 L,1000,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
849,NR-HEF-0099,Highpoint FarmHyd UTTO 10W-30 2000 L,9,19,1,Bulk,2000 L,2000,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
850,NR-HEF-0100,Fieldmark TractorHyd UTTO 20W-30 3 L,10,19,1,Can,3 L,3,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
851,NR-HEF-0101,Northmark AgriHydro UTTO 20W-30 5 L,1,19,1,Bucket,5 L,5,UTTO 20W-30,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
852,NR-HEF-0102,Ironcrest FieldFlow UTTO 20W-30 10 L,2,19,1,Bucket,10 L,10,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
853,NR-HEF-0103,Redstone FarmHyd UTTO 20W-30 15 L,3,19,1,Bucket,15 L,15,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
854,NR-HEF-0104,Westmark TractorHyd UTTO 20W-40 20 L,4,19,1,Bucket,20 L,20,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
855,NR-HEF-0105,Crestfield AgriHydro UTTO 20W-40 25 L,5,19,1,Bucket,25 L,25,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
856,NR-HEF-0106,Stonebridge FieldFlow UTTO 20W-40 30 L,6,19,1,Bucket,30 L,30,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
857,NR-HEF-0107,Ridgewell FarmHyd UTTO 20W-40 50 L,7,19,1,Drum,50 L,50,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
858,NR-HEF-0108,Millbrook TractorHyd UTTO 10W-30 55 L,8,19,1,Drum,55 L,55,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
859,NR-HEF-0109,Highpoint AgriHydro UTTO 10W-30 180 L,9,19,1,Drum,180 L,180,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
860,NR-HEF-0110,Fieldmark FieldFlow UTTO 10W-30 210 L,10,19,1,Barrel,210 L,210,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
861,NR-HEF-0111,Northmark FarmHyd UTTO 10W-30 500 L,1,19,1,Bulk,500 L,500,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
862,NR-HEF-0112,Ironcrest TractorHyd UTTO 20W-30 1000 L,2,19,1,Bulk,1000 L,1000,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
863,NR-HEF-0113,Redstone AgriHydro UTTO 20W-30 2000 L,3,19,1,Bulk,2000 L,2000,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
864,NR-HEF-0114,Westmark FieldFlow UTTO 20W-30 3 L,4,19,1,Can,3 L,3,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
865,NR-HEF-0115,Crestfield FarmHyd UTTO 20W-30 5 L,5,19,1,Bucket,5 L,5,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
866,NR-HEF-0116,Stonebridge TractorHyd UTTO 20W-40 10 L,6,19,1,Bucket,10 L,10,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
867,NR-HEF-0117,Ridgewell AgriHydro UTTO 20W-40 15 L,7,19,1,Bucket,15 L,15,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
868,NR-HEF-0118,Millbrook FieldFlow UTTO 20W-40 20 L,8,19,1,Bucket,20 L,20,UTTO 20W-40,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
869,NR-HEF-0119,Highpoint FarmHyd UTTO 20W-40 25 L,9,19,1,Bucket,25 L,25,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
870,NR-HEF-0120,Fieldmark TractorHyd UTTO 10W-30 30 L,10,19,1,Bucket,30 L,30,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
871,NR-HEF-0121,Northmark AgriHydro UTTO 10W-30 50 L,1,19,1,Drum,50 L,50,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
872,NR-HEF-0122,Ironcrest FieldFlow UTTO 10W-30 55 L,2,19,1,Drum,55 L,55,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
873,NR-HEF-0123,Redstone FarmHyd UTTO 10W-30 180 L,3,19,1,Drum,180 L,180,UTTO 10W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
874,NR-HEF-0124,Westmark TractorHyd UTTO 20W-30 210 L,4,19,1,Barrel,210 L,210,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
875,NR-HEF-0125,Crestfield AgriHydro UTTO 20W-30 500 L,5,19,1,Bulk,500 L,500,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
876,NR-HEF-0126,Stonebridge FieldFlow UTTO 20W-30 1000 L,6,19,1,Bulk,1000 L,1000,UTTO 20W-30,inactive,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
877,NR-HEF-0127,Ridgewell FarmHyd UTTO 20W-30 2000 L,7,19,1,Bulk,2000 L,2000,UTTO 20W-30,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
878,NR-HEF-0128,Millbrook TractorHyd UTTO 20W-40 3 L,8,19,1,Can,3 L,3,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
879,NR-HEF-0129,Highpoint AgriHydro UTTO 20W-40 5 L,9,19,1,Bucket,5 L,5,UTTO 20W-40,active,2026-01-01 00:00:00,system,2026-01-01 00:00:00,system
