goods_receipt_id,grn_number,purchase_order_id,warehouse_id,vehicle_id,receipt_date,receipt_status,notes,created_date,created_by,updated_date,updated_by
499,GRN2026000499,488,5,70,2026-06-20,received,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
500,GRN2026000500,488,5,,2026-06-25,received,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
501,GRN2026000501,489,7,34,2026-04-28,received,,2026-04-28 08:00:00,system,2026-04-28 08:00:00,system
502,GRN2026000502,492,2,26,2026-06-12,received,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
503,GRN2026000503,493,2,13,2026-06-04,received,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
504,GRN2026000504,494,9,97,2026-04-02,received,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
505,GRN2026000505,494,9,25,2026-04-07,received,,2026-04-07 08:00:00,system,2026-04-07 08:00:00,system
506,GRN2026000506,495,4,,2026-01-20,received,,2026-01-20 08:00:00,system,2026-01-20 08:00:00,system
507,GRN2026000507,496,8,25,2026-01-12,received,,2026-01-12 08:00:00,system,2026-01-12 08:00:00,system
508,GRN2026000508,496,8,,2026-01-13,received,,2026-01-13 08:00:00,system,2026-01-13 08:00:00,system
509,GRN2026000509,498,9,93,2026-02-08,received,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
510,GRN2026000510,499,8,,2026-07-08,received,,2026-07-08 08:00:00,system,2026-07-08 08:00:00,system
511,GRN2026000511,502,5,41,2026-06-21,received,,2026-06-21 08:00:00,system,2026-06-21 08:00:00,system
512,GRN2026000512,503,5,8,2026-05-25,received,,2026-05-25 08:00:00,system,2026-05-25 08:00:00,system
513,GRN2026000513,504,6,19,2026-04-18,received,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
514,GRN2026000514,505,8,22,2026-04-04,received,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
515,GRN2026000515,505,8,25,2026-04-07,received,,2026-04-07 08:00:00,system,2026-04-07 08:00:00,system
516,GRN2026000516,508,2,45,2026-06-25,received,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
517,GRN2026000517,509,9,116,2026-01-14,received,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
518,GRN2026000518,510,9,101,2026-07-06,received,,2026-07-06 08:00:00,system,2026-07-06 08:00:00,system
519,GRN2026000519,510,9,104,2026-07-09,received,,2026-07-09 08:00:00,system,2026-07-09 08:00:00,system
520,GRN2026000520,511,9,20,2026-04-18,received,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
521,GRN2026000521,511,9,37,2026-04-19,received,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
522,GRN2026000522,511,9,77,2026-04-24,received,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
523,GRN2026000523,512,3,103,2026-04-14,received,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
524,GRN2026000524,513,9,8,2026-02-25,received,,2026-02-25 08:00:00,system,2026-02-25 08:00:00,system
525,GRN2026000525,513,9,79,2026-02-28,received,,2026-02-28 08:00:00,system,2026-02-28 08:00:00,system
526,GRN2026000526,514,7,,2026-07-09,received,,2026-07-09 08:00:00,system,2026-07-09 08:00:00,system
527,GRN2026000527,515,4,33,2026-03-19,received,,2026-03-19 08:00:00,system,2026-03-19 08:00:00,system
528,GRN2026000528,515,4,,2026-03-23,received,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
529,GRN2026000529,516,4,118,2026-03-07,received,,2026-03-07 08:00:00,system,2026-03-07 08:00:00,system
530,GRN2026000530,517,5,,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
531,GRN2026000531,518,6,,2026-03-26,received,,2026-03-26 08:00:00,system,2026-03-26 08:00:00,system
532,GRN2026000532,519,5,27,2026-02-27,received,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
533,GRN2026000533,520,6,56,2026-02-14,received,,2026-02-14 08:00:00,system,2026-02-14 08:00:00,system
534,GRN2026000534,521,6,31,2026-04-01,received,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
535,GRN2026000535,524,8,7,2026-03-19,received,,2026-03-19 08:00:00,system,2026-03-19 08:00:00,system
536,GRN2026000536,524,8,10,2026-03-20,received,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
537,GRN2026000537,525,6,82,2026-02-02,received,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
538,GRN2026000538,527,2,,2026-03-13,received,,2026-03-13 08:00:00,system,2026-03-13 08:00:00,system
539,GRN2026000539,527,2,103,2026-03-16,received,,2026-03-16 08:00:00,system,2026-03-16 08:00:00,system
540,GRN2026000540,528,1,27,2026-03-03,received,,2026-03-03 08:00:00,system,2026-03-03 08:00:00,system
541,GRN2026000541,528,1,135,2026-03-04,received,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
542,GRN2026000542,529,8,109,2026-05-03,received,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
543,GRN2026000543,529,8,,2026-05-07,received,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
544,GRN2026000544,530,4,,2026-02-10,received,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
545,GRN2026000545,531,4,17,2026-02-16,received,,2026-02-16 08:00:00,system,2026-02-16 08:00:00,system
546,GRN2026000546,532,2,117,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
547,GRN2026000547,532,2,,2026-05-27,received,,2026-05-27 08:00:00,system,2026-05-27 08:00:00,system
548,GRN2026000548,533,6,,2026-04-26,received,,2026-04-26 08:00:00,system,2026-04-26 08:00:00,system
549,GRN2026000549,534,2,84,2026-02-13,received,,2026-02-13 08:00:00,system,2026-02-13 08:00:00,system
550,GRN2026000550,535,3,129,2026-02-27,received,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
551,GRN2026000551,536,5,70,2026-04-02,received,,2026-04-02 08:00:00,system,2026-04-02 08:00:00,system
552,GRN2026000552,537,5,106,2026-03-09,received,,2026-03-09 08:00:00,system,2026-03-09 08:00:00,system
553,GRN2026000553,537,5,65,2026-03-14,received,,2026-03-14 08:00:00,system,2026-03-14 08:00:00,system
554,GRN2026000554,538,1,37,2026-02-24,received,,2026-02-24 08:00:00,system,2026-02-24 08:00:00,system
555,GRN2026000555,539,4,35,2026-02-02,received,,2026-02-02 08:00:00,system,2026-02-02 08:00:00,system
556,GRN2026000556,539,4,100,2026-02-04,received,,2026-02-04 08:00:00,system,2026-02-04 08:00:00,system
557,GRN2026000557,540,9,94,2026-07-27,received,,2026-07-27 08:00:00,system,2026-07-27 08:00:00,system
558,GRN2026000558,540,9,,2026-07-29,received,,2026-07-29 08:00:00,system,2026-07-29 08:00:00,system
559,GRN2026000559,541,4,110,2026-05-03,received,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
560,GRN2026000560,541,4,11,2026-05-05,received,,2026-05-05 08:00:00,system,2026-05-05 08:00:00,system
561,GRN2026000561,542,9,122,2026-05-17,received,,2026-05-17 08:00:00,system,2026-05-17 08:00:00,system
562,GRN2026000562,543,3,,2026-03-01,received,,2026-03-01 08:00:00,system,2026-03-01 08:00:00,system
563,GRN2026000563,545,7,89,2026-05-12,received,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
564,GRN2026000564,546,6,102,2026-04-23,received,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
565,GRN2026000565,547,4,11,2026-02-08,received,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
566,GRN2026000566,548,2,68,2026-01-17,received,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
567,GRN2026000567,549,9,81,2026-03-28,received,,2026-03-28 08:00:00,system,2026-03-28 08:00:00,system
568,GRN2026000568,551,8,98,2026-03-10,received,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
569,GRN2026000569,552,4,73,2026-02-07,received,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
570,GRN2026000570,552,4,106,2026-02-12,received,,2026-02-12 08:00:00,system,2026-02-12 08:00:00,system
571,GRN2026000571,553,7,34,2026-03-24,received,,2026-03-24 08:00:00,system,2026-03-24 08:00:00,system
572,GRN2026000572,554,9,132,2026-05-04,received,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
573,GRN2026000573,555,8,,2026-04-25,received,,2026-04-25 08:00:00,system,2026-04-25 08:00:00,system
574,GRN2026000574,556,1,13,2026-03-17,received,,2026-03-17 08:00:00,system,2026-03-17 08:00:00,system
575,GRN2026000575,557,1,39,2026-01-13,received,,2026-01-13 08:00:00,system,2026-01-13 08:00:00,system
576,GRN2026000576,557,1,105,2026-01-14,received,,2026-01-14 08:00:00,system,2026-01-14 08:00:00,system
577,GRN2026000577,558,8,80,2026-06-16,received,,2026-06-16 08:00:00,system,2026-06-16 08:00:00,system
578,GRN2026000578,558,8,21,2026-06-18,received,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
579,GRN2026000579,559,1,,2026-04-21,received,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
580,GRN2026000580,560,2,41,2026-01-28,received,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
581,GRN2026000581,561,3,47,2026-04-11,received,,2026-04-11 08:00:00,system,2026-04-11 08:00:00,system
582,GRN2026000582,562,7,133,2026-03-10,received,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
583,GRN2026000583,562,7,,2026-03-13,received,,2026-03-13 08:00:00,system,2026-03-13 08:00:00,system
584,GRN2026000584,563,6,45,2026-06-09,received,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
585,GRN2026000585,563,6,68,2026-06-12,received,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
586,GRN2026000586,565,4,117,2026-02-20,received,,2026-02-20 08:00:00,system,2026-02-20 08:00:00,system
587,GRN2026000587,566,4,79,2026-04-30,received,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
588,GRN2026000588,566,4,108,2026-05-02,received,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
589,GRN2026000589,566,4,78,2026-05-04,received,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
590,GRN2026000590,568,1,116,2026-07-01,received,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
591,GRN2026000591,569,4,5,2026-07-05,received,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
592,GRN2026000592,570,1,122,2026-04-13,received,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
593,GRN2026000593,571,2,68,2026-02-15,received,,2026-02-15 08:00:00,system,2026-02-15 08:00:00,system
594,GRN2026000594,572,4,57,2026-05-29,received,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
595,GRN2026000595,574,8,,2026-03-20,received,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
596,GRN2026000596,575,2,17,2026-02-06,received,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
597,GRN2026000597,575,2,10,2026-02-08,received,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
598,GRN2026000598,576,2,68,2026-07-15,received,,2026-07-15 08:00:00,system,2026-07-15 08:00:00,system
599,GRN2026000599,577,8,85,2026-05-19,received,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
600,GRN2026000600,577,8,117,2026-05-20,received,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
601,GRN2026000601,577,8,,2026-05-22,received,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
602,GRN2026000602,578,3,,2026-03-28,received,,2026-03-28 08:00:00,system,2026-03-28 08:00:00,system
603,GRN2026000603,579,2,26,2026-02-22,received,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
604,GRN2026000604,579,2,,2026-02-26,received,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
605,GRN2026000605,581,1,7,2026-03-10,received,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
606,GRN2026000606,582,9,116,2026-06-09,received,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
607,GRN2026000607,585,4,,2026-06-20,received,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
608,GRN2026000608,585,4,5,2026-06-23,received,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
609,GRN2026000609,586,1,,2026-06-01,received,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
610,GRN2026000610,586,1,,2026-06-05,received,,2026-06-05 08:00:00,system,2026-06-05 08:00:00,system
611,GRN2026000611,587,4,134,2026-07-01,received,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
612,GRN2026000612,588,5,98,2026-07-05,received,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
613,GRN2026000613,590,2,26,2026-01-17,received,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
614,GRN2026000614,591,2,,2026-05-12,received,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
615,GRN2026000615,591,2,84,2026-05-16,received,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
616,GRN2026000616,594,6,24,2026-02-07,received,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
617,GRN2026000617,594,6,4,2026-02-10,received,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
618,GRN2026000618,595,9,104,2026-06-20,received,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
619,GRN2026000619,596,4,,2026-01-29,received,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
620,GRN2026000620,598,9,18,2026-05-02,received,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
621,GRN2026000621,599,6,87,2026-01-21,received,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
622,GRN2026000622,600,7,92,2026-01-24,received,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
623,GRN2026000623,601,9,80,2026-03-12,received,,2026-03-12 08:00:00,system,2026-03-12 08:00:00,system
624,GRN2026000624,601,9,78,2026-03-15,received,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
625,GRN2026000625,603,5,80,2026-06-15,received,,2026-06-15 08:00:00,system,2026-06-15 08:00:00,system
626,GRN2026000626,604,6,92,2026-03-27,received,,2026-03-27 08:00:00,system,2026-03-27 08:00:00,system
627,GRN2026000627,605,1,,2026-03-30,received,,2026-03-30 08:00:00,system,2026-03-30 08:00:00,system
628,GRN2026000628,606,7,109,2026-02-05,received,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
629,GRN2026000629,607,7,,2026-01-13,received,,2026-01-13 08:00:00,system,2026-01-13 08:00:00,system
630,GRN2026000630,608,5,34,2026-07-01,received,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
631,GRN2026000631,608,5,85,2026-07-02,received,,2026-07-02 08:00:00,system,2026-07-02 08:00:00,system
632,GRN2026000632,609,9,25,2026-02-26,received,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
633,GRN2026000633,609,9,,2026-03-03,received,,2026-03-03 08:00:00,system,2026-03-03 08:00:00,system
634,GRN2026000634,610,5,110,2026-01-24,received,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
635,GRN2026000635,610,5,,2026-01-26,received,,2026-01-26 08:00:00,system,2026-01-26 08:00:00,system
636,GRN2026000636,612,5,98,2026-05-11,received,,2026-05-11 08:00:00,system,2026-05-11 08:00:00,system
637,GRN2026000637,614,9,55,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
638,GRN2026000638,615,5,,2026-06-17,received,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
639,GRN2026000639,615,5,,2026-06-21,received,,2026-06-21 08:00:00,system,2026-06-21 08:00:00,system
640,GRN2026000640,616,7,37,2026-03-26,received,,2026-03-26 08:00:00,system,2026-03-26 08:00:00,system
641,GRN2026000641,617,6,,2026-07-13,received,,2026-07-13 08:00:00,system,2026-07-13 08:00:00,system
642,GRN2026000642,618,9,71,2026-06-17,received,,2026-06-17 08:00:00,system,2026-06-17 08:00:00,system
643,GRN2026000643,618,9,31,2026-06-18,received,,2026-06-18 08:00:00,system,2026-06-18 08:00:00,system
644,GRN2026000644,619,6,132,2026-07-05,received,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
645,GRN2026000645,619,6,78,2026-07-06,received,,2026-07-06 08:00:00,system,2026-07-06 08:00:00,system
646,GRN2026000646,620,1,,2026-03-19,received,,2026-03-19 08:00:00,system,2026-03-19 08:00:00,system
647,GRN2026000647,621,1,124,2026-02-26,received,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
648,GRN2026000648,621,1,122,2026-02-27,received,,2026-02-27 08:00:00,system,2026-02-27 08:00:00,system
649,GRN2026000649,622,8,130,2026-03-02,received,,2026-03-02 08:00:00,system,2026-03-02 08:00:00,system
650,GRN2026000650,623,5,132,2026-05-20,received,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
651,GRN2026000651,623,5,41,2026-05-24,received,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
652,GRN2026000652,624,1,92,2026-06-10,received,,2026-06-10 08:00:00,system,2026-06-10 08:00:00,system
653,GRN2026000653,625,8,,2026-05-07,received,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
654,GRN2026000654,626,3,88,2026-06-05,received,,2026-06-05 08:00:00,system,2026-06-05 08:00:00,system
655,GRN2026000655,627,9,,2026-06-25,received,,2026-06-25 08:00:00,system,2026-06-25 08:00:00,system
656,GRN2026000656,627,9,48,2026-06-28,received,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
657,GRN2026000657,628,1,28,2026-05-15,received,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
658,GRN2026000658,628,1,,2026-05-18,received,,2026-05-18 08:00:00,system,2026-05-18 08:00:00,system
659,GRN2026000659,628,1,,2026-05-23,received,,2026-05-23 08:00:00,system,2026-05-23 08:00:00,system
660,GRN2026000660,629,4,25,2026-05-24,received,,2026-05-24 08:00:00,system,2026-05-24 08:00:00,system
661,GRN2026000661,631,8,129,2026-04-24,received,,2026-04-24 08:00:00,system,2026-04-24 08:00:00,system
662,GRN2026000662,632,2,8,2026-05-14,received,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
663,GRN2026000663,632,2,,2026-05-15,received,,2026-05-15 08:00:00,system,2026-05-15 08:00:00,system
664,GRN2026000664,633,6,123,2026-01-24,received,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
665,GRN2026000665,633,6,115,2026-01-27,received,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
666,GRN2026000666,636,9,,2026-06-07,received,,2026-06-07 08:00:00,system,2026-06-07 08:00:00,system
667,GRN2026000667,636,9,,2026-06-08,received,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
668,GRN2026000668,639,4,,2026-02-28,received,,2026-02-28 08:00:00,system,2026-02-28 08:00:00,system
669,GRN2026000669,640,7,60,2026-06-02,received,,2026-06-02 08:00:00,system,2026-06-02 08:00:00,system
670,GRN2026000670,640,7,52,2026-06-04,received,,2026-06-04 08:00:00,system,2026-06-04 08:00:00,system
671,GRN2026000671,641,7,120,2026-03-31,received,,2026-03-31 08:00:00,system,2026-03-31 08:00:00,system
672,GRN2026000672,641,7,,2026-04-01,received,,2026-04-01 08:00:00,system,2026-04-01 08:00:00,system
673,GRN2026000673,642,2,,2026-04-13,received,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
674,GRN2026000674,643,2,80,2026-03-30,received,,2026-03-30 08:00:00,system,2026-03-30 08:00:00,system
675,GRN2026000675,643,2,,2026-04-04,received,,2026-04-04 08:00:00,system,2026-04-04 08:00:00,system
676,GRN2026000676,644,9,50,2026-03-13,received,,2026-03-13 08:00:00,system,2026-03-13 08:00:00,system
677,GRN2026000677,645,9,79,2026-04-12,received,,2026-04-12 08:00:00,system,2026-04-12 08:00:00,system
678,GRN2026000678,645,9,,2026-04-14,received,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
679,GRN2026000679,647,2,26,2026-01-17,received,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
680,GRN2026000680,649,1,,2026-06-08,received,,2026-06-08 08:00:00,system,2026-06-08 08:00:00,system
681,GRN2026000681,650,6,116,2026-01-07,received,,2026-01-07 08:00:00,system,2026-01-07 08:00:00,system
682,GRN2026000682,652,1,,2026-03-29,received,,2026-03-29 08:00:00,system,2026-03-29 08:00:00,system
683,GRN2026000683,653,4,29,2026-04-06,received,,2026-04-06 08:00:00,system,2026-04-06 08:00:00,system
684,GRN2026000684,654,6,81,2026-01-29,received,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
685,GRN2026000685,655,5,19,2026-01-22,received,,2026-01-22 08:00:00,system,2026-01-22 08:00:00,system
686,GRN2026000686,656,3,108,2026-01-18,received,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
687,GRN2026000687,657,8,87,2026-02-25,received,,2026-02-25 08:00:00,system,2026-02-25 08:00:00,system
688,GRN2026000688,658,7,,2026-06-28,received,,2026-06-28 08:00:00,system,2026-06-28 08:00:00,system
689,GRN2026000689,658,7,98,2026-06-30,received,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
690,GRN2026000690,659,6,70,2026-03-08,received,,2026-03-08 08:00:00,system,2026-03-08 08:00:00,system
691,GRN2026000691,661,5,126,2026-06-27,received,,2026-06-27 08:00:00,system,2026-06-27 08:00:00,system
692,GRN2026000692,662,3,54,2026-04-21,received,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
693,GRN2026000693,664,3,114,2026-06-09,received,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
694,GRN2026000694,665,2,25,2026-06-22,received,,2026-06-22 08:00:00,system,2026-06-22 08:00:00,system
695,GRN2026000695,667,6,,2026-04-14,received,,2026-04-14 08:00:00,system,2026-04-14 08:00:00,system
696,GRN2026000696,667,6,,2026-04-19,received,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
697,GRN2026000697,668,8,,2026-01-12,received,,2026-01-12 08:00:00,system,2026-01-12 08:00:00,system
698,GRN2026000698,670,6,,2026-03-23,received,,2026-03-23 08:00:00,system,2026-03-23 08:00:00,system
699,GRN2026000699,671,8,96,2026-03-20,received,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
700,GRN2026000700,673,5,,2026-01-15,received,,2026-01-15 08:00:00,system,2026-01-15 08:00:00,system
701,GRN2026000701,674,1,103,2026-07-01,received,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
702,GRN2026000702,674,1,,2026-07-04,received,,2026-07-04 08:00:00,system,2026-07-04 08:00:00,system
703,GRN2026000703,675,4,105,2026-04-16,received,,2026-04-16 08:00:00,system,2026-04-16 08:00:00,system
704,GRN2026000704,675,4,9,2026-04-18,received,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
705,GRN2026000705,676,8,24,2026-05-12,received,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
706,GRN2026000706,676,8,,2026-05-14,received,,2026-05-14 08:00:00,system,2026-05-14 08:00:00,system
707,GRN2026000707,676,8,,2026-05-16,received,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
708,GRN2026000708,678,4,76,2026-02-05,received,,2026-02-05 08:00:00,system,2026-02-05 08:00:00,system
709,GRN2026000709,678,4,2,2026-02-07,received,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
710,GRN2026000710,678,4,30,2026-02-11,received,,2026-02-11 08:00:00,system,2026-02-11 08:00:00,system
711,GRN2026000711,679,5,26,2026-06-22,received,,2026-06-22 08:00:00,system,2026-06-22 08:00:00,system
712,GRN2026000712,680,6,128,2026-03-04,received,,2026-03-04 08:00:00,system,2026-03-04 08:00:00,system
713,GRN2026000713,680,6,51,2026-03-05,received,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
714,GRN2026000714,681,2,113,2026-06-30,received,,2026-06-30 08:00:00,system,2026-06-30 08:00:00,system
715,GRN2026000715,682,3,18,2026-03-10,received,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
716,GRN2026000716,683,6,131,2026-06-13,received,,2026-06-13 08:00:00,system,2026-06-13 08:00:00,system
717,GRN2026000717,687,3,13,2026-02-18,received,,2026-02-18 08:00:00,system,2026-02-18 08:00:00,system
718,GRN2026000718,688,1,39,2026-01-19,received,,2026-01-19 08:00:00,system,2026-01-19 08:00:00,system
719,GRN2026000719,689,7,62,2026-05-03,received,,2026-05-03 08:00:00,system,2026-05-03 08:00:00,system
720,GRN2026000720,690,8,,2026-05-19,received,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
721,GRN2026000721,692,9,51,2026-01-28,received,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
722,GRN2026000722,693,2,108,2026-01-18,received,,2026-01-18 08:00:00,system,2026-01-18 08:00:00,system
723,GRN2026000723,694,2,15,2026-01-27,received,,2026-01-27 08:00:00,system,2026-01-27 08:00:00,system
724,GRN2026000724,695,3,,2026-02-07,received,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
725,GRN2026000725,695,3,41,2026-02-09,received,,2026-02-09 08:00:00,system,2026-02-09 08:00:00,system
726,GRN2026000726,696,8,59,2026-05-19,received,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
727,GRN2026000727,698,7,35,2026-03-28,received,,2026-03-28 08:00:00,system,2026-03-28 08:00:00,system
728,GRN2026000728,699,2,,2026-04-27,received,,2026-04-27 08:00:00,system,2026-04-27 08:00:00,system
729,GRN2026000729,700,1,,2026-02-15,received,,2026-02-15 08:00:00,system,2026-02-15 08:00:00,system
730,GRN2026000730,701,6,9,2026-05-26,received,,2026-05-26 08:00:00,system,2026-05-26 08:00:00,system
731,GRN2026000731,702,2,134,2026-03-05,received,,2026-03-05 08:00:00,system,2026-03-05 08:00:00,system
732,GRN2026000732,704,5,131,2026-05-12,received,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
733,GRN2026000733,705,9,105,2026-04-18,received,,2026-04-18 08:00:00,system,2026-04-18 08:00:00,system
734,GRN2026000734,705,9,,2026-04-21,received,,2026-04-21 08:00:00,system,2026-04-21 08:00:00,system
735,GRN2026000735,706,8,94,2026-05-31,received,,2026-05-31 08:00:00,system,2026-05-31 08:00:00,system
736,GRN2026000736,707,8,90,2026-01-16,received,,2026-01-16 08:00:00,system,2026-01-16 08:00:00,system
737,GRN2026000737,707,8,35,2026-01-20,received,,2026-01-20 08:00:00,system,2026-01-20 08:00:00,system
738,GRN2026000738,707,8,127,2026-01-23,received,,2026-01-23 08:00:00,system,2026-01-23 08:00:00,system
739,GRN2026000739,708,2,,2026-05-07,received,,2026-05-07 08:00:00,system,2026-05-07 08:00:00,system
740,GRN2026000740,709,5,133,2026-04-19,received,,2026-04-19 08:00:00,system,2026-04-19 08:00:00,system
741,GRN2026000741,709,5,27,2026-04-23,received,,2026-04-23 08:00:00,system,2026-04-23 08:00:00,system
742,GRN2026000742,710,9,,2026-01-28,received,,2026-01-28 08:00:00,system,2026-01-28 08:00:00,system
743,GRN2026000743,711,9,110,2026-03-07,received,,2026-03-07 08:00:00,system,2026-03-07 08:00:00,system
744,GRN2026000744,712,6,45,2026-05-06,received,,2026-05-06 08:00:00,system,2026-05-06 08:00:00,system
745,GRN2026000745,715,1,,2026-01-11,received,,2026-01-11 08:00:00,system,2026-01-11 08:00:00,system
746,GRN2026000746,715,1,45,2026-01-12,received,,2026-01-12 08:00:00,system,2026-01-12 08:00:00,system
747,GRN2026000747,716,6,104,2026-05-13,received,,2026-05-13 08:00:00,system,2026-05-13 08:00:00,system
