goods_receipt_item_id,goods_receipt_id,purchase_order_item_id,line_number,product_id,batch_code,receipt_uom_id,received_pac_quantity,accepted_pac_quantity,rejected_pac_quantity,received_base_quantity,accepted_base_quantity,rejected_base_quantity,notes,created_date,created_by,updated_date,updated_by
2654,585,2591,2,1304,B26-P1304-002654,6,6.0,6.0,0.0,1080.0,1080.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2655,585,2592,3,492,B26-P0492-002655,6,17.0,17.0,0.0,17.0,17.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2656,585,2593,4,1051,B26-P1051-002656,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2657,585,2594,5,1403,B26-P1403-002657,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2658,585,2595,6,49,B26-P0049-002658,6,32.0,32.0,0.0,320.0,320.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2659,585,2596,7,645,B26-P0645-002659,6,8.0,8.0,0.0,24.0,24.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2660,585,2598,8,1289,B26-P1289-002660,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2661,585,2599,9,1140,B26-P1140-002661,6,7.0,7.0,0.0,126.0,126.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2662,585,2600,10,31,B26-P0031-002662,6,7.0,7.0,0.0,8.4,8.4,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2663,585,2601,11,1476,B26-P1476-002663,6,10.0,10.0,0.0,30.0,30.0,0.0,,2026-06-12 08:00:00,system,2026-06-12 08:00:00,system
2664,586,2604,1,725,B26-P0725-002664,6,28.0,28.0,0.0,560.0,560.0,0.0,,2026-02-20 08:00:00,system,2026-02-20 08:00:00,system
2665,587,2605,1,1303,B26-P1303-002665,6,1.0,0.0,1.0,55.0,0.0,55.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2666,587,2606,2,519,B26-P0519-002666,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2667,587,2610,3,432,B26-P0432-002667,6,3.0,3.0,0.0,15.0,15.0,0.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2668,587,2611,4,107,B26-P0107-002668,6,4.0,4.0,0.0,200.0,200.0,0.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2669,587,2612,5,1369,B26-P1369-002669,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2670,587,2613,6,567,B26-P0567-002670,6,3.0,3.0,0.0,45.0,45.0,0.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2671,587,2614,7,854,B26-P0854-002671,6,1.0,1.0,0.0,20.0,20.0,0.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2672,587,2615,8,150,B26-P0150-002672,6,22.0,22.0,0.0,220.0,220.0,0.0,,2026-04-30 08:00:00,system,2026-04-30 08:00:00,system
2673,588,2605,1,1303,B26-P1303-002673,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2674,588,2607,2,861,B26-P0861-002674,1,2.0,2.0,0.0,1000.0,1000.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2675,588,2609,3,1394,B26-P1394-002675,6,5.0,5.0,0.0,25.0,25.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2676,588,2610,4,432,B26-P0432-002676,6,11.0,11.0,0.0,55.0,55.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2677,588,2611,5,107,B26-P0107-002677,6,4.0,4.0,0.0,200.0,200.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2678,588,2612,6,1369,B26-P1369-002678,1,1.0,0.0,1.0,2000.0,0.0,2000.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2679,588,2613,7,567,B26-P0567-002679,6,21.0,21.0,0.0,315.0,315.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2680,588,2614,8,854,B26-P0854-002680,6,9.0,9.0,0.0,180.0,180.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2681,588,2615,9,150,B26-P0150-002681,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2682,589,2608,1,1465,B26-P1465-002682,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
2683,589,2609,2,1394,B26-P1394-002683,6,1.0,1.0,0.0,5.0,5.0,0.0,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
2684,589,2610,3,432,B26-P0432-002684,6,1.0,1.0,0.0,5.0,5.0,0.0,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
2685,589,2611,4,107,B26-P0107-002685,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
2686,589,2613,5,567,B26-P0567-002686,6,6.0,6.0,0.0,90.0,90.0,0.0,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
2687,589,2615,6,150,B26-P0150-002687,6,2.0,2.0,0.0,20.0,20.0,0.0,,2026-05-04 08:00:00,system,2026-05-04 08:00:00,system
2688,590,2617,1,677,B26-P0677-002688,6,8.0,8.0,0.0,440.0,440.0,0.0,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
2689,590,2618,2,60,B26-P0060-002689,6,56.0,56.0,0.0,56.0,56.0,0.0,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
2690,590,2619,3,781,B26-P0781-002690,6,10.0,10.0,0.0,550.0,550.0,0.0,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
2691,591,2620,1,133,B26-P0133-002691,6,6.0,6.0,0.0,90.0,90.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
2692,592,2621,1,318,B26-P0318-002692,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
2693,592,2622,2,995,B26-P0995-002693,6,8.0,8.0,0.0,80.0,80.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
2694,592,2623,3,421,B26-P0421-002694,6,4.0,4.0,0.0,4.0,4.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
2695,592,2624,4,1419,B26-P1419-002695,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-04-13 08:00:00,system,2026-04-13 08:00:00,system
2696,593,2625,1,70,B26-P0070-002696,6,10.0,10.0,0.0,550.0,550.0,0.0,,2026-02-15 08:00:00,system,2026-02-15 08:00:00,system
2697,593,2626,2,6,B26-P0006-002697,6,7.0,7.0,0.0,140.0,140.0,0.0,,2026-02-15 08:00:00,system,2026-02-15 08:00:00,system
2698,594,2627,1,1416,B26-P1416-002698,6,4.0,4.0,0.0,720.0,720.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
2699,594,2628,2,1154,B26-P1154-002699,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
2700,594,2629,3,134,B26-P0134-002700,6,6.0,5.0,1.0,120.0,100.0,20.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
2701,594,2630,4,1077,B26-P1077-002701,6,33.0,33.0,0.0,66.0,66.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
2702,594,2631,5,1022,B26-P1022-002702,6,56.0,55.0,1.0,280.0,275.0,5.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
2703,594,2632,6,1290,B26-P1290-002703,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-05-29 08:00:00,system,2026-05-29 08:00:00,system
2704,595,2635,1,822,B26-P0822-002704,6,18.0,18.0,0.0,90.0,90.0,0.0,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
2705,595,2636,2,447,B26-P0447-002705,6,18.0,18.0,0.0,90.0,90.0,0.0,,2026-03-20 08:00:00,system,2026-03-20 08:00:00,system
2706,596,2637,1,440,B26-P0440-002706,6,7.0,7.0,0.0,1260.0,1260.0,0.0,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
2707,596,2639,2,196,B26-P0196-002707,6,14.0,14.0,0.0,350.0,350.0,0.0,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
2708,596,2640,3,952,B26-P0952-002708,6,6.0,6.0,0.0,300.0,300.0,0.0,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
2709,596,2641,4,493,B26-P0493-002709,6,19.0,19.0,0.0,22.8,22.8,0.0,,2026-02-06 08:00:00,system,2026-02-06 08:00:00,system
2710,597,2637,1,440,B26-P0440-002710,6,3.0,3.0,0.0,540.0,540.0,0.0,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
2711,597,2638,2,330,B26-P0330-002711,6,3.0,2.0,1.0,165.0,110.0,55.0,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
2712,597,2639,3,196,B26-P0196-002712,6,7.0,7.0,0.0,175.0,175.0,0.0,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
2713,597,2640,4,952,B26-P0952-002713,6,3.0,3.0,0.0,150.0,150.0,0.0,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
2714,597,2641,5,493,B26-P0493-002714,6,13.0,13.0,0.0,15.6,15.6,0.0,,2026-02-08 08:00:00,system,2026-02-08 08:00:00,system
2715,598,2642,1,387,B26-P0387-002715,6,12.0,12.0,0.0,120.0,120.0,0.0,,2026-07-15 08:00:00,system,2026-07-15 08:00:00,system
2716,598,2643,2,1083,B26-P1083-002716,6,3.0,3.0,0.0,1.2,1.2,0.0,,2026-07-15 08:00:00,system,2026-07-15 08:00:00,system
2717,598,2644,3,31,B26-P0031-002717,6,27.0,27.0,0.0,32.4,32.4,0.0,,2026-07-15 08:00:00,system,2026-07-15 08:00:00,system
2718,599,2646,1,823,B26-P0823-002718,6,6.0,6.0,0.0,60.0,60.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2719,599,2647,2,575,B26-P0575-002719,1,1.0,1.0,0.0,500.0,500.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2720,599,2648,3,107,B26-P0107-002720,6,3.0,3.0,0.0,150.0,150.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2721,599,2649,4,501,B26-P0501-002721,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2722,599,2650,5,262,B26-P0262-002722,6,11.0,11.0,0.0,165.0,165.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2723,599,2652,6,1491,B26-P1491-002723,6,31.0,30.0,1.0,155.0,150.0,5.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2724,599,2653,7,1125,B26-P1125-002724,6,23.0,23.0,0.0,9.2,9.2,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2725,599,2655,8,630,B26-P0630-002725,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2726,599,2656,9,340,B26-P0340-002726,6,1.0,0.0,1.0,15.0,0.0,15.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2727,599,2657,10,290,B26-P0290-002727,6,19.0,19.0,0.0,95.0,95.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2728,599,2658,11,212,B26-P0212-002728,6,10.0,10.0,0.0,300.0,300.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2729,599,2659,12,781,B26-P0781-002729,6,4.0,4.0,0.0,220.0,220.0,0.0,,2026-05-19 08:00:00,system,2026-05-19 08:00:00,system
2730,600,2646,1,823,B26-P0823-002730,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2731,600,2647,2,575,B26-P0575-002731,1,3.0,3.0,0.0,1500.0,1500.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2732,600,2648,3,107,B26-P0107-002732,6,6.0,6.0,0.0,300.0,300.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2733,600,2649,4,501,B26-P0501-002733,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2734,600,2650,5,262,B26-P0262-002734,6,18.0,17.0,1.0,270.0,255.0,15.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2735,600,2651,6,54,B26-P0054-002735,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2736,600,2653,7,1125,B26-P1125-002736,6,46.0,46.0,0.0,18.4,18.4,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2737,600,2655,8,630,B26-P0630-002737,6,1.0,1.0,0.0,180.0,180.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2738,600,2656,9,340,B26-P0340-002738,6,2.0,2.0,0.0,30.0,30.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2739,600,2657,10,290,B26-P0290-002739,6,15.0,14.0,1.0,75.0,70.0,5.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2740,600,2658,11,212,B26-P0212-002740,6,6.0,6.0,0.0,180.0,180.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2741,600,2659,12,781,B26-P0781-002741,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-05-20 08:00:00,system,2026-05-20 08:00:00,system
2742,601,2646,1,823,B26-P0823-002742,6,19.0,19.0,0.0,190.0,190.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2743,601,2648,2,107,B26-P0107-002743,6,3.0,3.0,0.0,150.0,150.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2744,601,2650,3,262,B26-P0262-002744,6,6.0,6.0,0.0,90.0,90.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2745,601,2651,4,54,B26-P0054-002745,6,2.0,2.0,0.0,100.0,100.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2746,601,2652,5,1491,B26-P1491-002746,6,1.0,1.0,0.0,5.0,5.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2747,601,2653,6,1125,B26-P1125-002747,6,71.0,71.0,0.0,28.4,28.4,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2748,601,2654,7,1204,B26-P1204-002748,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2749,601,2655,8,630,B26-P0630-002749,6,3.0,3.0,0.0,540.0,540.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2750,601,2656,9,340,B26-P0340-002750,6,4.0,4.0,0.0,60.0,60.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2751,601,2657,10,290,B26-P0290-002751,6,1.0,1.0,0.0,5.0,5.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2752,601,2660,11,245,B26-P0245-002752,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-05-22 08:00:00,system,2026-05-22 08:00:00,system
2753,602,2661,1,339,B26-P0339-002753,6,30.0,30.0,0.0,300.0,300.0,0.0,,2026-03-28 08:00:00,system,2026-03-28 08:00:00,system
2754,602,2662,2,1470,B26-P1470-002754,6,21.0,21.0,0.0,315.0,315.0,0.0,,2026-03-28 08:00:00,system,2026-03-28 08:00:00,system
2755,602,2663,3,302,B26-P0302-002755,6,1.0,1.0,0.0,210.0,210.0,0.0,,2026-03-28 08:00:00,system,2026-03-28 08:00:00,system
2756,602,2664,4,824,B26-P0824-002756,6,15.0,14.0,1.0,225.0,210.0,15.0,,2026-03-28 08:00:00,system,2026-03-28 08:00:00,system
2757,603,2665,1,1160,B26-P1160-002757,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-02-22 08:00:00,system,2026-02-22 08:00:00,system
2758,604,2665,1,1160,B26-P1160-002758,6,2.0,2.0,0.0,20.0,20.0,0.0,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
2759,604,2666,2,1061,B26-P1061-002759,6,3.0,3.0,0.0,30.0,30.0,0.0,,2026-02-26 08:00:00,system,2026-02-26 08:00:00,system
2760,605,2669,1,39,B26-P0039-002760,6,6.0,6.0,0.0,300.0,300.0,0.0,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
2761,605,2670,2,90,B26-P0090-002761,6,15.0,15.0,0.0,375.0,375.0,0.0,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
2762,605,2671,3,1390,B26-P1390-002762,1,8.0,8.0,0.0,4000.0,4000.0,0.0,,2026-03-10 08:00:00,system,2026-03-10 08:00:00,system
2763,606,2672,1,1381,B26-P1381-002763,6,30.0,30.0,0.0,300.0,300.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
2764,606,2673,2,487,B26-P0487-002764,6,6.0,6.0,0.0,330.0,330.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
2765,606,2674,3,314,B26-P0314-002765,6,8.0,8.0,0.0,400.0,400.0,0.0,,2026-06-09 08:00:00,system,2026-06-09 08:00:00,system
2766,607,2679,1,1129,B26-P1129-002766,6,10.0,10.0,0.0,50.0,50.0,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
2767,607,2680,2,729,B26-P0729-002767,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
2768,607,2684,3,1088,B26-P1088-002768,6,7.0,7.0,0.0,70.0,70.0,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
2769,607,2685,4,1206,B26-P1206-002769,6,24.0,24.0,0.0,72.0,72.0,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
2770,608,2678,1,1059,B26-P1059-002770,6,3.0,3.0,0.0,15.0,15.0,0.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
2771,608,2679,2,1129,B26-P1129-002771,6,8.0,8.0,0.0,40.0,40.0,0.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
2772,608,2681,3,476,B26-P0476-002772,6,4.0,4.0,0.0,3.2,3.2,0.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
2773,608,2682,4,1255,B26-P1255-002773,6,4.0,4.0,0.0,80.0,80.0,0.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
2774,608,2683,5,1494,B26-P1494-002774,6,3.0,3.0,0.0,60.0,60.0,0.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
2775,608,2684,6,1088,B26-P1088-002775,6,1.0,1.0,0.0,10.0,10.0,0.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
2776,608,2685,7,1206,B26-P1206-002776,6,15.0,15.0,0.0,45.0,45.0,0.0,,2026-06-23 08:00:00,system,2026-06-23 08:00:00,system
2777,609,2686,1,891,B26-P0891-002777,1,6.0,6.0,0.0,6000.0,6000.0,0.0,,2026-06-01 08:00:00,system,2026-06-01 08:00:00,system
2778,610,2686,1,891,B26-P0891-002778,1,2.0,2.0,0.0,2000.0,2000.0,0.0,,2026-06-05 08:00:00,system,2026-06-05 08:00:00,system
2779,610,2687,2,1474,B26-P1474-002779,6,8.0,8.0,0.0,400.0,400.0,0.0,,2026-06-05 08:00:00,system,2026-06-05 08:00:00,system
2780,611,2688,1,1267,B26-P1267-002780,6,3.0,3.0,0.0,3.0,3.0,0.0,,2026-07-01 08:00:00,system,2026-07-01 08:00:00,system
2781,612,2689,1,864,B26-P0864-002781,6,14.0,14.0,0.0,42.0,42.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
2782,612,2690,2,957,B26-P0957-002782,1,6.0,6.0,0.0,6000.0,6000.0,0.0,,2026-07-05 08:00:00,system,2026-07-05 08:00:00,system
2783,613,2694,1,432,B26-P0432-002783,6,14.0,14.0,0.0,70.0,70.0,0.0,,2026-01-17 08:00:00,system,2026-01-17 08:00:00,system
2784,614,2697,1,199,B26-P0199-002784,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
2785,614,2700,2,1299,B26-P1299-002785,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-05-12 08:00:00,system,2026-05-12 08:00:00,system
2786,615,2695,1,661,B26-P0661-002786,6,6.0,6.0,0.0,60.0,60.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
2787,615,2697,2,199,B26-P0199-002787,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
2788,615,2698,3,980,B26-P0980-002788,6,2.0,2.0,0.0,360.0,360.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
2789,615,2699,4,1288,B26-P1288-002789,6,3.0,3.0,0.0,165.0,165.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
2790,615,2700,5,1299,B26-P1299-002790,1,1.0,1.0,0.0,2000.0,2000.0,0.0,,2026-05-16 08:00:00,system,2026-05-16 08:00:00,system
2791,616,2712,1,186,B26-P0186-002791,6,7.0,7.0,0.0,385.0,385.0,0.0,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
2792,616,2713,2,864,B26-P0864-002792,6,39.0,39.0,0.0,117.0,117.0,0.0,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
2793,616,2714,3,81,B26-P0081-002793,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
2794,616,2715,4,1032,B26-P1032-002794,6,7.0,7.0,0.0,35.0,35.0,0.0,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
2795,616,2716,5,227,B26-P0227-002795,6,16.0,16.0,0.0,480.0,480.0,0.0,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
2796,616,2717,6,430,B26-P0430-002796,6,5.0,5.0,0.0,250.0,250.0,0.0,,2026-02-07 08:00:00,system,2026-02-07 08:00:00,system
2797,617,2710,1,558,B26-P0558-002797,6,8.0,8.0,0.0,440.0,440.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2798,617,2711,2,1115,B26-P1115-002798,6,85.0,85.0,0.0,425.0,425.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2799,617,2712,3,186,B26-P0186-002799,6,2.0,2.0,0.0,110.0,110.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2800,617,2713,4,864,B26-P0864-002800,6,17.0,17.0,0.0,51.0,51.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2801,617,2714,5,81,B26-P0081-002801,1,1.0,1.0,0.0,1000.0,1000.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2802,617,2715,6,1032,B26-P1032-002802,6,32.0,32.0,0.0,160.0,160.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2803,617,2716,7,227,B26-P0227-002803,6,16.0,16.0,0.0,480.0,480.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2804,617,2717,8,430,B26-P0430-002804,6,1.0,1.0,0.0,50.0,50.0,0.0,,2026-02-10 08:00:00,system,2026-02-10 08:00:00,system
2805,618,2718,1,127,B26-P0127-002805,6,12.0,12.0,0.0,9.6,9.6,0.0,,2026-06-20 08:00:00,system,2026-06-20 08:00:00,system
2806,619,2719,1,1126,B26-P1126-002806,6,65.0,65.0,0.0,32.5,32.5,0.0,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
2807,619,2720,2,707,B26-P0707-002807,6,2.0,2.0,0.0,420.0,420.0,0.0,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
2808,619,2721,3,772,B26-P0772-002808,1,2.0,2.0,0.0,4000.0,4000.0,0.0,,2026-01-29 08:00:00,system,2026-01-29 08:00:00,system
2809,620,2723,1,502,B26-P0502-002809,6,6.0,5.0,1.0,1080.0,900.0,180.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2810,620,2724,2,862,B26-P0862-002810,1,3.0,3.0,0.0,3000.0,3000.0,0.0,,2026-05-02 08:00:00,system,2026-05-02 08:00:00,system
2811,621,2725,1,713,B26-P0713-002811,6,18.0,17.0,1.0,540.0,510.0,30.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
2812,621,2726,2,984,B26-P0984-002812,6,22.0,22.0,0.0,44.0,44.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
2813,621,2727,3,369,B26-P0369-002813,6,44.0,44.0,0.0,52.8,52.8,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
2814,621,2728,4,1127,B26-P1127-002814,6,55.0,55.0,0.0,55.0,55.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
2815,621,2729,5,314,B26-P0314-002815,6,4.0,4.0,0.0,200.0,200.0,0.0,,2026-01-21 08:00:00,system,2026-01-21 08:00:00,system
2816,622,2731,1,1198,B26-P1198-002816,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-01-24 08:00:00,system,2026-01-24 08:00:00,system
2817,623,2735,1,260,B26-P0260-002817,6,13.0,13.0,0.0,65.0,65.0,0.0,,2026-03-12 08:00:00,system,2026-03-12 08:00:00,system
2818,623,2736,2,1344,B26-P1344-002818,6,3.0,3.0,0.0,3.0,3.0,0.0,,2026-03-12 08:00:00,system,2026-03-12 08:00:00,system
2819,623,2738,3,172,B26-P0172-002819,6,7.0,7.0,0.0,1260.0,1260.0,0.0,,2026-03-12 08:00:00,system,2026-03-12 08:00:00,system
2820,623,2739,4,1285,B26-P1285-002820,6,7.0,7.0,0.0,7.0,7.0,0.0,,2026-03-12 08:00:00,system,2026-03-12 08:00:00,system
2821,623,2740,5,367,B26-P0367-002821,6,10.0,10.0,0.0,8.0,8.0,0.0,,2026-03-12 08:00:00,system,2026-03-12 08:00:00,system
2822,623,2741,6,1210,B26-P1210-002822,6,1.0,1.0,0.0,55.0,55.0,0.0,,2026-03-12 08:00:00,system,2026-03-12 08:00:00,system
2823,624,2735,1,260,B26-P0260-002823,6,18.0,18.0,0.0,90.0,90.0,0.0,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
2824,624,2736,2,1344,B26-P1344-002824,6,1.0,1.0,0.0,1.0,1.0,0.0,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
2825,624,2738,3,172,B26-P0172-002825,6,1.0,1.0,0.0,180.0,180.0,0.0,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
2826,624,2739,4,1285,B26-P1285-002826,6,8.0,8.0,0.0,8.0,8.0,0.0,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
2827,624,2740,5,367,B26-P0367-002827,6,37.0,37.0,0.0,29.6,29.6,0.0,,2026-03-15 08:00:00,system,2026-03-15 08:00:00,system
